id,ability
457,0.110240035
458,0.25706574
459,0.2832243
460,0.14332937
461,0.071342655
462,0.06916963
463,0.0050315335
464,0.049355343
465,0.021597415
466,0.06827421
467,0.04978707
468,0.009200015
469,0.03893804
470,0.06662795
471,0.05280874
472,0.06912512
473,0.06703445
474,0.06847447
475,0.053992487
476,0.05203254
477,0.01667864
478,0.009033424
479,0.008672087
480,0.060447663
481,0.074425146
482,0.07492853
483,0.018583044
484,0.010915387
485,0.08224832
486,0.054327294
487,0.047958545
488,0.06737156
489,0.06538313
490,0.010646535
491,0.042038172
492,0.041765377
493,0.07322705
494,0.049750995
495,0.059967328
496,0.07137734
497,0.079551615
498,0.05857611
499,0.07396696
500,0.013736354
501,0.05772358
502,0.060371067
503,-0.047112778
504,0.049340155
505,0.02492828
506,-0.0040650414
507,-3.8714792e-05
508,-0.010418181
509,0.0016260163
510,0.010840109
511,0.016260162
512,0.035621606
513,0.026902637
514,0.041102078
515,-0.004550769
516,-0.0011614403
517,0.0016260163
518,0.0
519,0.013550135
520,0.03795577
521,0.06969873
522,0.080991104
523,0.034441978
524,0.012957076
525,0.024071418
526,0.016260162
527,0.008130081
528,-0.008130081
529,0.005420054
530,0.0
531,0.0
532,0.024390243
533,0.0016260163
534,-0.016260162
535,-0.008130081
536,-0.00704607
537,0.004878049
538,0.0038714674
539,-0.014092141
540,0.020325202
541,-0.013550135
542,0.016260162
543,0.018477457
544,-0.01535682
545,-0.005420054
546,0.02113821
547,0.017163506
548,0.0046457606
549,-0.016260162
550,-0.016260162
551,-0.032520324
552,-0.005420054
553,-0.032520324
554,-0.040650405
555,-0.0027100274
556,-0.016260162
557,0.0
558,-0.07317073
559,-0.045824092
560,-0.024390243
561,-0.008130081
562,-0.032520324
563,-0.016260162
564,-0.008130081
565,0.100367785
566,-0.0042682923
567,0.05450058
568,0.14796749
569,0.1187291
570,0.13578278
571,0.11762194
572,0.03803717
573,0.110987216
574,0.053774677
575,0.10222508
576,0.017829789
577,0.096641794
578,0.008130081
579,0.15098281
580,-0.05149051
581,0.010298103
582,-0.02113821
583,0.004878049
584,-0.033681765
585,-0.016260162
586,0.0
587,0.058988262
588,-0.028455285
589,0.004452187
590,-0.02651955
591,-0.008130081
592,-0.018997882
593,-0.054562442
594,0.0109756095
595,-0.031487934
596,0.028075293
597,-0.04897178
598,-0.01897382
599,-0.02392567
600,0.08564741
601,-0.06736159
602,-0.004878049
603,-0.017163506
604,-0.03507847
605,0.010312181
606,0.0037729216
607,0.008130081
608,0.0
609,0.021951219
610,0.06715941
611,0.03775971
612,0.005731041
613,0.0043777362
614,0.0038714672
615,0.006599713
616,0.0060975607
617,0.009291522
618,0.011382114
619,0.0034843206
620,0.005326605
621,0.23329593
622,0.040650405
623,0.075919256
624,-0.0040650405
625,0.008130081
626,-0.024390243
627,0.032520324
628,0.0
629,0.013697956
630,0.00054200576
631,0.03197832
632,0.020363918
633,0.032520324
634,0.024390243
635,0.0
636,0.016260162
637,-0.0048780483
638,-0.011382113
639,0.006208427
640,0.020663958
641,0.005420054
642,-0.0057388805
643,-0.018970191
644,0.032520324
645,0.00088721124
646,0.030095564
647,0.014001806
648,0.024970965
649,0.03164967
650,0.053695492
651,0.019905297
652,0.023228804
653,0.024551729
654,0.010953026
655,0.016557734
656,0.021931928
657,0.031707317
658,0.029239766
659,0.012412892
660,0.024144556
661,0.057181574
662,0.10183271
663,0.025891183
664,0.027900962
665,0.03211382
666,0.0
667,-0.0121951215
668,0.010569105
669,0.008130081
670,0.008130081
671,0.009756098
672,0.023422377
673,0.027487418
674,0.004878049
675,-0.008130081
676,0.016260162
677,0.037940383
678,0.040650405
679,0.014905149
680,0.028455285
681,0.008130081
682,0.024390243
683,-0.008130081
684,0.03205575
685,0.03523035
686,0.022764226
687,0.048780486
688,-0.016260162
689,0.040650405
690,-0.0032520327
691,0.03437863
692,-0.0054200543
693,0.017836906
694,0.032520324
695,0.0043360437
696,-0.016260162
697,0.032520324
698,0.016260162
699,-0.008130081
700,-0.008130081
701,0.024390243
702,0.020325202
703,0.025745256
704,0.032520324
705,0.02384824
706,-0.0121951215
707,0.014982578
708,0.0075880764
709,0.016260162
710,0.032520324
711,0.032520324
712,0.0121951215
713,0.0121951215
714,0.048780486
715,0.014905149
716,-0.016260162
717,0.038327526
718,-0.008130081
719,-0.008130081
720,0.0
721,-0.016260162
722,-0.008130081
723,0.02885262
724,0.013472706
725,0.031143123
726,-0.008130081
727,0.03590786
728,0.008130081
729,0.014424338
730,0.040069688
731,0.02282866
732,0.048780486
733,0.0300813
734,0.038482387
735,0.010521282
736,0.04516712
737,0.04155375
738,0.048780486
739,0.03313008
740,0.039399624
741,0.045528453
742,0.037940383
743,0.048780486
744,0.0327651
745,0.04227642
746,0.04427767
747,0.04516712
748,0.03917221
749,0.041192412
750,0.010646535
751,0.056784146
752,0.008130081
753,0.008130081
754,0.026224097
755,0.098672785
756,0.09303136
757,0.068078734
758,0.079287656
759,0.065311655
760,0.034417346
761,0.029761905
762,0.0065040654
763,0.014453478
764,0.059078593
765,0.055284556
766,0.048599817
767,0.0
768,0.012341049
769,0.01183031
770,-0.0121951215
771,0.004607046
772,-0.000825913
773,-0.008130081
774,0.0081339665
775,-0.006242741
776,0.013008131
777,0.011614402
778,0.0121951215
779,0.0002084636
780,0.016260162
781,0.004742548
782,0.008130081
783,0.008130081
784,0.008130081
785,0.008130081
786,0.0040650405
787,0.008130081
788,0.0020325202
789,0.008130081
790,0.008130081
791,0.0034843206
792,0.025745256
793,0.02113821
794,0.049864497
795,0.0067506675
796,-0.010789019
797,0.0074871797
798,0.009756098
799,0.016260162
800,0.011825573
801,0.0047265845
802,-0.008635781
803,0.016260162
804,0.013008131
805,0.036107887
806,0.06258227
807,0.081842825
808,0.04061169
809,0.018028133
810,-0.04150213
811,0.0009033424
812,-0.0027100272
813,-0.008130081
814,-0.004878049
815,0.0
816,-0.01708285
817,-0.007859079
818,0.01758912
819,0.025745258
820,0.011259518
821,0.015634771
822,0.008130081
823,0.008130081
824,0.008130081
825,0.008130081
826,0.013550136
827,0.08870114
828,0.119832
829,0.10387022
830,0.106967114
831,0.0999776
832,0.107270434
833,0.0946384
834,0.09463171
835,0.11400801
836,0.0027100272
837,-0.002710027
838,0.0
839,0.081016995
840,0.0635296
841,0.0013008132
842,0.12073171
843,0.10377407
844,0.063692845
845,0.12147145
846,0.11565363
847,0.06822417
848,0.08348273
849,0.094651766
850,0.16238424
851,-0.037472293
852,0.03396739
853,-0.058518525
854,0.010752854
855,-0.03589642
856,0.08785781
857,0.10315993
858,-0.017479675
859,0.021966552
860,0.0061649783
861,-0.03987643
862,0.055195097
863,0.009023491
864,0.0838947
865,0.0045788907
866,0.0086876815
867,0.051452152
868,0.07861136
869,0.03751948
870,0.0055394154
871,0.045528457
872,0.03532714
873,0.065033704
874,0.024187218
875,0.01129042
876,0.011033682
877,0.016260162
878,0.002638284
879,0.009756098
880,0.02245451
881,0.013796502
882,-0.001795393
883,-0.044008233
884,-0.008130081
885,0.038536616
886,0.0018829408
887,-0.01769602
888,0.0049683833
889,-0.021226201
890,0.0067105433
891,0.011014949
892,0.0075688893
893,0.0
894,0.04906381
895,0.029157273
896,0.05608824
897,0.03413294
898,0.03927942
899,0.04090916
900,0.033293504
901,0.05617102
902,0.04741817
903,0.111155964
904,0.040874325
905,0.048309635
906,0.008130081
907,0.0057505458
908,0.00414247
909,-0.019723365
910,0.0027874564
911,0.044880204
912,-0.008130081
913,0.0068167606
914,0.0054200543
915,0.010298103
916,0.03739837
917,0.06400591
918,0.0581424
919,0.029937
920,0.026784102
921,0.03820096
922,0.032494515
923,0.04173442
924,0.05110337
925,0.025390869
926,0.06095476
927,0.029120475
928,0.03464037
929,0.04003449
930,0.04506388
931,0.07317073
932,0.039069556
933,0.024593497
934,-0.0014801946
935,0.020633942
936,0.001955799
937,0.019360753
938,-0.023696097
939,0.00019943908
940,-0.0032520322
941,0.004239657
942,-0.0040650405
943,0.015009381
944,-0.0052106436
945,0.0027100272
946,0.11531175
947,0.055281326
948,-0.01770551
949,-0.017092077
950,-0.02520325
951,-0.0061943475
952,-0.017526029
953,-0.0080989385
954,-0.011070749
955,-0.012763353
956,0.0009033424
957,0.021022066
958,0.006549232
959,0.0070460704
960,0.016260162
961,0.0036585366
962,0.008130081
963,0.044715445
964,-0.058101047
965,0.17174797
966,0.0121951215
967,0.1337457
968,-0.012756811
969,0.0053445725
970,0.027986242
971,0.009162114
972,0.016260162
973,0.009291522
974,0.0023228803
975,0.008130081
976,-0.0005807201
977,0.0121951215
978,0.004878049
979,-0.0034843208
980,0.0
981,0.0
982,0.0121951215
983,0.010840109
984,0.009394761
985,0.013550136
986,-0.016642578
987,-0.008130081
988,0.03059478
989,0.022357723
990,0.020853132
991,0.05289708
992,0.021273714
993,0.02520325
994,0.027100272
995,0.030649118
996,0.034552846
997,0.035569105
998,0.03159117
999,0.034959346
1000,0.013008131
1001,-0.009291522
1002,0.008130081
1003,0.008130081
1004,-0.023594247
1005,-0.005420054
1006,-0.016260162
1007,0.008130081
1008,0.016260162
1009,0.016260162
1010,0.040650405
1011,-0.027768584
1012,0.015442853
1013,0.017653892
1014,0.029639954
1015,0.010452962
1016,0.031629886
1017,0.0040650405
1018,0.027545845
1019,-0.005420054
1020,0.016260162
1021,0.0206706
1022,-0.017089762
1023,0.022764226
1024,0.02113821
1025,-0.02113821
1026,0.017661901
1027,-0.0017184035
1028,0.010989011
1029,0.0023228806
1030,-0.006194348
1031,0.0068433327
1032,-0.0076410538
1033,-0.002710027
1034,0.016492452
1035,0.040650405
1036,0.0072985957
1037,0.021641502
1038,-0.010969158
1039,0.024390243
1040,0.015718158
1041,0.016260162
1042,0.018712094
1043,0.016260162
1044,0.0
1045,0.016260162
1046,0.016260162
1047,0.016260162
1048,0.008130081
1049,0.013008131
1050,-0.0022172946
1051,0.008130081
1052,-0.01899157
1053,-0.05845132
1054,0.014462851
1055,-0.027672231
1056,0.13484693
1057,0.012870671
1058,0.010840109
1059,0.041395664
1060,0.012646793
1061,0.008130081
1062,0.048780486
1063,0.0065040654
1064,0.008130081
1065,-0.0031269544
1066,0.0024430295
1067,0.0
1068,0.044194754
1069,0.01461303
1070,0.009485096
1071,-0.0051955944
1072,-0.031045957
1073,0.007226739
1074,0.010716924
1075,-0.0017078283
1076,-0.007573932
1077,-0.02226739
1078,0.016260162
1079,0.003007832
1080,0.009936766
1081,0.0040650405
1082,0.0029268293
1083,0.008130081
1084,0.004878049
1085,0.0
1086,0.017886179
1087,-0.005807201
1088,0.0006775066
1089,0.0040650405
1090,0.0
1091,-0.0046457606
1092,0.0
1093,0.011033682
1094,0.005420054
1095,-0.0031269544
1096,0.0
1097,0.0005807201
1098,0.0040650405
1099,-0.016260162
1100,0.020325202
1101,0.016260162
1102,0.008130081
1103,-0.0065040654
1104,-0.011227255
1105,-0.0043777362
1106,-0.0046457606
1107,-0.0040650405
1108,0.005420054
1109,0.036457
1110,0.02980693
1111,0.0160234
1112,-0.016260162
1113,0.009620597
1114,0.0016260163
1115,0.011201446
1116,0.006286926
1117,0.014540338
1118,-0.0034843206
1119,0.024390243
1120,0.022499468
1121,-0.09222399
1122,0.16152799
1123,0.030752322
1124,-0.04653889
1125,0.0040650405
1126,-0.0011614402
1127,-0.0032520327
1128,-0.008130081
1129,-0.0040650405
1130,-0.006405519
1131,0.026057955
1132,0.0
1133,-0.010199556
1134,0.011382113
1135,0.00081300805
1136,-0.008130081
1137,-0.021680215
1138,-0.027557202
1139,-0.015873017
1140,-0.032520324
1141,-0.016260162
1142,-0.00077429437
1143,-0.012775842
1144,-0.019512195
1145,0.0121951215
1146,-0.0011614403
1147,0.008130081
1148,-0.039721258
1149,-0.035682023
1150,0.0016260163
1151,0.05100271
1152,0.007588076
1153,0.025164539
1154,-0.025654921
1155,-0.008130081
1156,0.0
1157,0.0040650405
1158,0.0020325202
1159,-0.021799339
1160,-0.0121951215
1161,-0.016711835
1162,-0.008130081
1163,-0.018970191
1164,0.019744484
1165,-0.011201446
1166,-0.0019357336
1167,-0.028587729
1168,0.007768743
1169,-0.03710346
1170,0.0121951215
1171,-0.0018066847
1172,-0.006087549
1173,0.048049252
1174,0.023712737
1175,0.0
1176,0.009631019
1177,0.0032520327
1178,0.008130081
1179,-0.04891846
1180,-0.012388696
1181,0.0018066848
1182,0.01738934
1183,0.0034843206
1184,-0.022402892
1185,-0.004387663
1186,0.0060975607
1187,0.008886036
1188,0.028455285
1189,0.011653117
1190,0.0040650405
1191,0.017886179
1192,0.0
1193,0.026016261
1194,0.025551684
1195,0.032520324
1196,0.016260162
1197,0.009756098
1198,0.021680215
1199,0.01068525
1200,0.032520324
1201,0.0
1202,0.024390243
1203,0.024390243
1204,0.008130081
1205,0.018970191
1206,0.028455285
1207,0.024390243
1208,-0.008130081
1209,0.014347202
1210,0.0121951215
1211,0.024390243
1212,0.008130081
1213,-0.0040650405
1214,0.027100272
1215,0.0
1216,0.0016260163
1217,-0.040650405
1218,0.032520324
1219,0.008130081
1220,0.008130081
1221,0.0046070456
1222,0.010672838
1223,-0.013240418
1224,0.0027100272
1225,0.006775068
1226,-0.008130081
1227,-0.027455684
1228,0.013279133
1229,0.005420054
1230,0.0027100272
1231,0.031591173
1232,-0.05691057
1233,0.0036391795
1234,-0.014790644
1235,-0.0121951215
1236,-0.00020846362
1237,-0.008130081
1238,0.04336043
1239,0.016260162
1240,0.0747866
1241,0.0031746035
1242,-0.008130081
1243,0.002659816
1244,0.0023912005
1245,-0.01648815
1246,0.04549714
1247,0.016446525
1248,0.02602242
1249,0.038424313
1250,0.013008131
1251,0.019533312
1252,0.05174067
1253,0.013855882
1254,0.016840883
1255,0.0172172
1256,0.00081300834
1257,0.027551943
1258,-0.0040650405
1259,0.04807254
1260,0.01751839
1261,-0.008077965
1262,0.042029783
1263,0.022313545
1264,0.017698564
1265,0.015679443
1266,0.10298103
1267,0.028687572
1268,-0.014442851
1269,0.03387534
1270,0.008130081
1271,0.0034843206
1272,0.0027100272
1273,0.0060975607
1274,0.007173601
1275,-0.003871467
1276,0.0011197474
1277,0.013937282
1278,-0.0009033428
1279,-0.00077429344
1280,0.010298103
1281,-0.013937282
1282,0.008943089
1283,0.0700268
1284,0.019272124
1285,0.045063898
1286,-0.059029456
1287,0.07921989
1288,0.0038882997
1289,0.023289947
1290,-0.003047461
1291,0.0821235
1292,0.08399975
1293,0.030059613
1294,0.0020325202
1295,0.023148619
1296,0.0060091903
1297,0.0077913282
1298,0.008130081
1299,0.04490902
1300,-0.009214092
1301,0.0016260163
1302,0.0071138213
1303,0.041729275
1304,0.028816622
1305,0.022357723
1306,0.013821139
1307,0.0012507817
1308,0.0
1309,0.032942668
1310,-0.008130081
1311,0.006736353
1312,-0.0034843206
1313,0.008130081
1314,0.06805643
1315,0.10171471
1316,0.0
1317,0.0050813006
1318,0.01657286
1319,-0.007317073
1320,-0.015332272
1321,0.026896909
1322,0.026485318
1323,0.004878049
1324,-0.008130081
1325,0.008130081
1326,0.005173688
1327,-0.0038510913
1328,-0.016260162
1329,0.0020325202
1330,0.0
1331,0.004878049
1332,-0.00054200547
1333,-0.0006775066
1334,0.009916913
1335,-0.0014781966
1336,-0.0034843206
1337,-0.0054200543
1338,0.001283697
1339,-0.0040650405
1340,-0.005260641
1341,-0.0016260163
1342,-0.0011614403
1343,-0.00047824008
1344,-0.0009033424
1345,0.004697381
1346,0.015898827
1347,0.033681765
1348,-0.014317975
1349,0.012775842
1350,-0.0076138857
1351,-0.009291522
1352,-0.016260162
1353,-0.008130081
1354,0.0027100272
1355,0.008130081
1356,-0.005807201
1357,-0.008130081
1358,0.0040650405
1359,-0.016260162
1360,0.016260162
1361,-0.00081300817
1362,0.009547633
1363,-0.0016260163
1364,-0.007913279
1365,-0.017738359
1366,-0.10585202
1367,0.020957544
1368,0.0027100272
1369,0.0
1370,0.0027100272
1371,-0.0018651364
1372,0.001283697
1373,0.006194348
1374,-0.0069256253
1375,0.0039418573
1376,0.0016260163
1377,0.0018066849
1378,-0.005807201
1379,0.0021394952
1380,0.0016424407
1381,0.022337193
1382,-0.013937282
1383,0.005420055
1384,-0.017421601
1385,-0.018066848
1386,0.0045952634
1387,0.000427899
1388,-0.028726287
1389,-0.0022172949
1390,-0.0068116896
1391,0.008130081
1392,0.0
1393,-0.032520324
1394,-0.0034843206
1395,-0.008130081
1396,0.0
1397,-0.0027100272
1398,0.0020325202
1399,-0.012233837
1400,0.008130081
1401,0.008130081
1402,0.010347376
1403,-0.008130081
1404,0.0032520322
1405,-0.02392567
1406,0.0
1407,0.010423356
1408,-0.010046458
1409,0.010917538
1410,0.016260162
1411,-0.008130081
1412,0.0027100272
1413,0.008130081
1414,0.0040650405
1415,0.0038510913
1416,-0.008130081
1417,-0.002710027
1418,-0.003794038
1419,0.0027100272
1420,-0.004516712
1421,0.0027100272
1422,-0.005807201
1423,0.0011614403
1424,-0.004878049
1425,0.0006775068
1426,-0.0121951215
1427,0.015851002
1428,-0.008130081
1429,0.0016260163
1430,-0.008130081
1431,-0.008130081
1432,0.016260162
1433,0.0065040654
1434,0.0020325202
1435,-0.008130081
1436,-0.016260162
1437,0.0027100272
1438,0.008130081
1439,0.0038714674
1440,-0.008130081
1441,0.008130081
1442,-0.008130081
1443,-0.024390243
1444,0.008130081
1445,-0.008130081
1446,-0.008130081
1447,0.01686992
1448,0.088239565
1449,0.0020325202
1450,0.0075880764
1451,-0.005420054
1452,0.024390243
1453,-0.006968641
1454,0.022269353
1455,0.008130081
1456,-0.016260162
1457,0.099615835
1458,-0.038211383
1459,-0.041463412
1460,0.0
1461,-0.016260162
1462,0.044375975
1463,0.04386372
1464,0.11288338
1465,0.07265644
1466,0.10101931
1467,0.056951486
1468,0.08246226
1469,0.041734416
1470,0.1006654
1471,0.08468491
1472,0.064359434
1473,0.13940707
1474,0.1402156
1475,0.029036004
1476,0.09620024
1477,0.0407013
1478,0.09633433
1479,0.0701897
1480,0.14672291
1481,0.04393768
1482,0.09363075
1483,0.08319188
1484,0.06997678
1485,0.015162072
1486,0.053158768
1487,0.004878049
1488,-0.0016260163
1489,0.003658537
1490,0.024390243
1491,0.0
1492,0.027100272
1493,0.010840109
1494,0.018970191
1495,0.0011614403
1496,0.11071756
1497,0.0
1498,0.061426017
1499,0.013008131
1500,0.053559992
1501,0.010840109
1502,-0.008130081
1503,0.008130081
1504,0.0968999
1505,0.00040650408
1506,0.042625118
1507,-0.0070068147
1508,0.08950715
1509,-0.011740518
1510,0.024645198
1511,0.0021920272
1512,0.020117931
1513,0.112426996
1514,0.02054218
1515,0.09013387
1516,0.03211233
1517,0.07272402
1518,-0.003359107
1519,0.019202476
1520,0.0873403
1521,-0.018140402
1522,-0.0020325202
1523,0.015360791
1524,0.039488968
1525,0.0013550137
1526,0.013550135
1527,-0.0011614403
1528,0.03089431
1529,0.016260162
1530,-0.0076833735
1531,0.0
1532,-0.0053426255
1533,0.0065814946
1534,0.008130081
1535,0.00596206
1536,-0.0040650405
1537,0.008130081
1538,-0.0016260163
1539,0.03400204
1540,0.041167773
1541,-0.0022454509
1542,-0.013472705
1543,-0.04021263
1544,-0.010131332
1545,0.0024241325
1546,0.008401084
1547,-0.0055555543
1548,0.025745256
1549,-0.016002065
1550,-0.0046457606
1551,0.05733643
1552,0.011111112
1553,0.037436593
1554,-0.004678381
1555,0.0052845525
1556,0.015898826
1557,-0.007781649
1558,-0.048780486
1559,0.008130081
1560,-0.012517745
1561,0.0046070456
1562,-0.009756098
1563,0.013550136
1564,0.005149052
1565,0.030795764
1566,0.003180296
1567,0.044617172
1568,0.027100272
1569,-0.01649949
1570,-0.028205127
1571,-0.0038133957
1572,0.0365402
1573,-0.008130081
1574,-0.005173688
1575,0.033759195
1576,0.0038714674
1577,-0.006233062
1578,-0.00967867
1579,-0.021433849
1580,-0.0020817935
1581,0.0075493613
1582,0.0136298435
1583,-0.025129344
1584,-0.0121951215
1585,0.022878883
1586,0.015124036
1587,0.032505434
1588,0.08304297
1589,0.05574913
1590,0.006968641
1591,0.024390243
1592,-0.06747968
1593,0.007369756
1594,0.0040650405
1595,-0.014711576
1596,0.005420055
1597,-0.01654051
1598,-0.036004648
1599,0.013008131
1600,0.007191995
1601,0.009756098
1602,0.013008131
1603,0.016260162
