ques,disc
151,0.6205128205128205
152,0.42857142857142855
153,0.0
154,0.23793103448275865
155,0.15217391304347827
156,0.1923076923076923
157,0.0
158,-0.16666666666666669
159,0.8148148148148148
160,-0.3666666666666667
161,0.28
162,0.09999999999999998
163,0.3292682926829268
164,0.15000000000000002
165,-0.05737704918032788
166,0.40909090909090906
167,-0.125
168,0.16666666666666663
169,-0.16666666666666669
170,0.0
171,0.0
172,0.09999999999999998
173,0.2142857142857143
174,0.16666666666666663
175,0.30000000000000004
176,0.3571428571428571
177,0.19999999999999996
178,0.30000000000000004
179,0.40476190476190477
180,0.3846153846153846
181,0.2692307692307693
182,0.0
183,0.0
184,0.40476190476190477
185,0.38888888888888884
186,0.0
187,0.5
188,0.0
189,0.5
190,0.4130434782608695
191,0.2777777777777778
192,-0.032258064516129004
193,0.22549019607843135
194,0.4130434782608695
195,0.5674603174603174
196,0.5045662100456622
197,0.536231884057971
198,0.37987012987012986
199,0.375
200,0.5
201,0.5
202,0.5
203,0.5
204,0.5424901185770751
205,0.2647058823529411
206,-0.0073260073260073
207,-0.21052631578947367
208,0.25
209,0.33999999999999997
210,0.21153846153846156
211,0.0714285714285714
212,0.28
213,0.14516129032258063
214,0.0
215,0.2142857142857143
216,0.0
217,-0.09999999999999998
218,0.25
219,0.014705882352941124
220,0.0
221,0.0
222,0.30000000000000004
223,0.25
224,0.5
225,0.23333333333333328
226,0.0
227,0.4152046783625731
228,-0.5
229,0.3916666666666666
230,0.30000000000000004
231,0.12925170068027214
232,0.4
233,0.08823529411764708
234,0.17567567567567566
235,0.9166666666666666
236,0.5
237,0.2692307692307693
238,-0.011111111111111183
239,0.24
240,-0.05555555555555558
241,0.0357142857142857
242,-0.09999999999999998
243,0.08823529411764708
244,0.375
245,0.0
246,0.35714285714285715
247,0.09999999999999998
248,0.5
249,0.375
250,0.1333333333333333
251,0.25
252,0.1823899371069183
253,0.5
254,0.31818181818181823
255,0.5
256,0.33333333333333337
257,0.33720930232558144
258,0.16666666666666663
259,0.2692307692307693
260,0.23333333333333328
261,0.40909090909090906
262,0.31818181818181823
263,0.054545454545454564
264,0.5
265,-0.0357142857142857
266,0.33333333333333337
267,0.44999999999999996
268,0.5416666666666666
269,0.4
270,0.39655172413793105
271,0.33333333333333337
272,0.4642857142857143
273,0.4927536231884058
274,0.38
275,0.21999999999999997
276,0.3918918918918919
277,-0.050000000000000044
278,0.16666666666666663
279,0.0
280,0.0
281,-0.16666666666666669
282,-0.5
283,0.0
284,0.0
285,0.30000000000000004
286,0.0
287,0.0
288,-0.25
289,0.30000000000000004
290,0.33333333333333337
291,0.09999999999999998
292,0.2142857142857143
293,0.5
294,0.5
295,0.0
296,0.5
297,-0.039215686274509776
298,0.33333333333333337
299,0.5
300,0.1842105263157895
301,0.5
302,0.13636363636363635
303,0.3846153846153846
304,0.0
305,0.5
306,0.4565217391304348
307,0.4285714285714286
308,0.0
309,0.016129032258064502
310,0.18000000000000005
311,0.0
312,0.10606060606060608
313,0.4722222222222222
314,0.3333333333333333
315,0.2820512820512821
316,-0.04285714285714287
317,0.40909090909090906
318,0.1470588235294118
319,0.37777777777777777
320,0.6136363636363636
321,0.625
322,-0.23809523809523808
323,0.33870967741935487
324,0.125
325,0.25
326,0.09999999999999998
327,0.6106194690265486
328,0.375
329,0.19999999999999996
330,0.45238095238095233
331,0.35
332,0.32499999999999996
333,0.33999999999999997
334,0.26190476190476186
335,0.2142857142857143
336,0.2777777777777778
337,0.3620689655172413
338,0.2857142857142857
339,0.36363636363636365
340,-0.08823529411764708
341,-0.41463414634146345
342,-0.07142857142857145
343,0.3571428571428571
344,0.12380952380952381
345,0.2567567567567568
346,0.3285714285714286
347,0.0
348,0.0
349,0.0
350,-0.5
351,0.16666666666666663
352,-0.3
353,0.0
354,0.375
355,0.20731707317073167
356,0.2333333333333334
357,0.8888888888888888
358,0.1842105263157895
359,0.3571428571428571
360,0.30000000000000004
361,0.6875
362,0.045454545454545414
363,0.1923076923076923
364,-0.2142857142857143
365,0.0714285714285714
366,0.30000000000000004
367,0.3571428571428571
368,0.5
369,0.42592592592592593
370,0.5
371,0.0
372,0.09999999999999998
373,0.16666666666666663
374,0.5
375,0.5
376,0.5
377,0.5
378,0.5
379,0.25
380,0.5
381,0.08333333333333337
382,0.0
383,0.5
384,-0.2666666666666666
385,0.0714285714285714
386,-0.16666666666666669
387,0.5
388,0.25
389,0.5
390,-0.030303030303030276
391,0.5
392,0.16666666666666663
393,0.5
394,-0.05555555555555558
395,0.2142857142857143
396,0.1842105263157895
397,-0.16666666666666669
398,0.0
399,0.5
400,0.3709677419354839
401,0.0
402,0.375
403,0.5
404,0.4285714285714286
405,0.5
406,0.375
407,0.5
408,-0.05555555555555558
409,0.5
410,0.2142857142857143
411,0.0
412,0.5
413,0.09999999999999998
414,0.0
415,0.0
416,0.0
417,-0.5
418,0.0
419,0.16666666666666663
420,-0.05555555555555558
421,0.033333333333333326
422,0.5
423,0.0
424,0.5
425,0.20370370370370372
426,0.0
427,0.3846153846153846
428,0.30000000000000004
429,0.0
430,0.5
431,0.0
432,0.0
433,0.2931034482758621
434,-0.5
435,0.33333333333333337
436,0.0
437,0.5
438,0.16666666666666663
439,0.5
440,0.5
441,0.2272727272727273
442,0.5
443,0.46153846153846156
444,0.375
445,0.4655172413793104
446,0.2142857142857143
447,0.5
448,0.18292682926829273
449,0.3571428571428571
450,0.43103448275862066
451,0.0
452,-0.05555555555555558
453,0.0
454,0.375
455,0.05555555555555558
456,0.3205128205128205
457,0.3275862068965517
458,0.09999999999999998
459,-0.09999999999999998
460,0.375
461,0.0
462,0.5
463,0.3571428571428571
464,0.5
465,0.5
466,0.0
467,-0.6666666666666667
468,0.5
469,0.020000000000000018
470,0.1785714285714286
471,0.42307692307692313
472,0.3571428571428571
473,0.33333333333333337
474,0.375
475,0.5
476,0.07894736842105265
477,-0.03125
478,0.5
479,0.125
480,0.0
481,0.11538461538461542
482,0.5833333333333334
483,0.324561403508772
484,0.39999999999999997
485,0.02777777777777779
486,0.28260869565217395
487,0.16666666666666663
488,0.4
489,0.16666666666666663
490,0.16666666666666663
491,0.25
492,0.25
493,0.3571428571428571
494,0.20833333333333337
495,0.2272727272727273
496,0.27450980392156865
497,0.22807017543859653
498,0.33333333333333337
499,-0.07999999999999996
500,-0.16666666666666669
501,-0.07142857142857145
502,0.42500000000000004
503,0.125
504,0.5
505,0.0
506,0.5804597701149425
507,0.38235294117647056
508,0.11538461538461542
509,0.25
510,0.375
511,0.01851851851851849
512,0.32352941176470584
513,0.40909090909090906
514,0.05555555555555558
515,0.31818181818181823
516,0.5
517,0.38888888888888884
518,0.16666666666666663
519,0.29268292682926833
520,0.33333333333333337
521,0.7428571428571429
522,0.125
523,0.25
524,0.4423076923076923
525,0.5
526,-0.16666666666666669
527,0.35
528,0.09999999999999998
529,0.375
530,0.10569105691056913
531,0.4565217391304348
532,0.16666666666666663
533,0.5
534,0.3421052631578947
535,0.5
536,0.5
537,0.5
538,0.23529411764705888
539,0.5
540,0.40909090909090906
541,0.375
542,-0.16666666666666663
543,0.15000000000000002
544,0.30000000000000004
545,0.38888888888888884
546,0.23333333333333328
547,-0.18390804597701144
548,0.08571428571428574
549,0.033333333333333326
550,0.06306306306306309
551,0.41666666666666663
552,0.5
553,0.22456140350877196
554,0.31818181818181823
555,0.5
556,0.33333333333333337
557,0.0
558,0.025974025974025983
559,0.4411764705882353
560,0.23684210526315785
561,0.5
562,0.3648648648648649
563,0.5
564,0.19565217391304346
565,0.20588235294117652
566,0.43333333333333335
567,0.33333333333333337
568,0.19047619047619047
569,0.43333333333333335
570,0.05555555555555558
571,0.16666666666666663
572,0.5
573,0.30000000000000004
574,0.5
575,0.31818181818181823
576,0.3125
577,0.5
578,0.4933333333333333
579,0.3571428571428571
580,0.0714285714285714
581,0.5
582,0.42276422764227645
583,0.15555555555555556
584,0.060810810810810856
585,-0.04761904761904756
586,0.42307692307692313
587,0.5
588,0.2272727272727273
589,0.2857142857142857
590,0.0
591,0.5
592,0.5
593,0.42307692307692313
594,0.23333333333333328
595,0.09285714285714286
596,0.31818181818181823
597,0.5
598,0.08098591549295775
599,0.2222222222222222
600,0.2894736842105263
601,0.43333333333333335
602,0.33333333333333337
603,0.15000000000000002
604,0.25
605,-0.09999999999999998
606,0.2857142857142857
607,0.5
608,0.125
609,0.5
610,0.30000000000000004
611,0.2692307692307693
612,0.33999999999999997
613,0.41666666666666663
614,0.125
615,0.2142857142857143
616,0.08333333333333337
617,0.11764705882352944
618,0.31818181818181823
619,0.30000000000000004
620,0.38095238095238093
621,0.19999999999999996
622,0.19999999999999996
623,0.04166666666666663
624,0.16666666666666663
625,0.20731707317073167
626,0.25
627,-0.16176470588235292
628,0.2272727272727273
629,0.17500000000000004
630,0.5
631,0.5
632,0.15000000000000002
633,-0.026315789473684237
634,0.09999999999999998
635,0.31481481481481477
636,0.41666666666666663
637,0.5
638,0.4076923076923077
639,0.33333333333333337
640,0.2285714285714286
641,0.33333333333333337
642,0.3285714285714286
643,0.5
644,-0.08333333333333331
645,0.0
646,0.33333333333333337
647,0.5
648,0.5
649,0.40860215053763443
650,0.2692307692307693
651,0.11538461538461542
652,0.05555555555555558
653,0.5
654,0.30000000000000004
655,0.19999999999999996
656,0.1875
657,0.5
658,0.5
659,0.5
660,0.5
661,0.5
662,0.5
663,-0.13636363636363635
664,0.16666666666666663
665,-0.3214285714285714
666,0.4285714285714286
667,0.30769230769230776
668,0.5
669,0.3571428571428571
670,0.2894736842105263
671,0.30000000000000004
672,0.2142857142857143
673,0.25
674,0.25
675,0.5
676,0.0
677,0.5
678,0.34615384615384615
679,0.5
680,0.23333333333333328
681,0.2142857142857143
682,0.10869565217391308
683,0.25
684,0.16666666666666663
685,0.33974358974358976
686,0.1923076923076923
687,0.5
688,-0.0625
689,0.125
690,-0.04545454545454547
691,0.375
692,-0.09999999999999998
693,0.5
694,0.5
695,0.33333333333333337
696,0.15322580645161288
697,0.5
698,0.048387096774193505
699,0.0
700,0.6142857142857143
701,0.5
702,-0.35714285714285715
703,0.5
704,0.5
705,0.39855072463768115
706,0.06206896551724128
707,0.045454545454545414
708,0.33333333333333337
709,0.5
710,0.5
711,0.0714285714285714
712,-0.0714285714285714
713,0.5
714,0.1264705882352941
715,0.0
716,0.33333333333333337
717,0.4411764705882353
718,0.5
719,0.2777777777777778
720,0.31818181818181823
721,0.22857142857142865
722,0.46078431372549017
723,0.2586206896551724
724,0.25
725,0.33333333333333337
726,0.3434782608695652
727,0.1942215088282504
728,0.4345238095238096
729,0.45185185185185184
730,0.15000000000000002
731,-0.13157894736842102
732,0.5865546218487394
733,0.37179487179487186
734,0.5272727272727273
735,0.3571428571428571
736,0.4285714285714286
737,0.33333333333333337
738,0.5158730158730159
739,0.4375
740,-0.07499999999999996
741,0.7924528301886793
742,-0.08620689655172414
743,0.4
744,0.4111721611721612
745,0.7608695652173914
746,0.36
747,0.2735849056603774
748,0.08771929824561409
749,0.28
750,0.4829931972789116
751,0.4387755102040817
752,0.2567567567567568
753,0.30000000000000004
754,0.25
755,0.0714285714285714
756,0.19999999999999996
757,0.30434782608695654
758,0.09999999999999998
759,0.2894736842105263
760,0.32692307692307687
761,0.5815602836879432
762,0.5098039215686274
763,0.5
764,0.38888888888888884
765,0.4411764705882353
766,0.07692307692307687
767,0.033333333333333326
768,0.05555555555555558
769,0.08333333333333337
770,0.10731707317073169
771,0.22695035460992907
772,0.375
773,0.380952380952381
774,0.2222222222222222
775,0.34472049689441
776,0.3441860465116279
777,0.2055749128919861
778,0.1428571428571429
779,0.30000000000000004
780,0.31818181818181823
781,0.25
782,0.16666666666666663
783,0.5
784,0.05555555555555558
785,0.16666666666666663
786,0.5
787,0.5
788,0.2272727272727273
789,0.5
790,0.0
791,0.5
792,0.5
793,0.30000000000000004
794,0.25
795,0.33333333333333337
796,0.41666666666666663
797,0.33333333333333337
798,0.5
799,0.31818181818181823
800,0.0
801,0.5
802,0.16666666666666663
803,0.4
804,0.5
805,0.30000000000000004
806,0.3125
807,0.16666666666666663
808,0.1875
809,0.2777777777777778
810,0.41666666666666663
811,0.38888888888888884
812,0.0
813,0.16666666666666663
814,0.25
815,0.30000000000000004
816,0.16666666666666663
817,0.2222222222222222
818,0.5
819,0.5
820,0.13636363636363635
821,0.1842105263157895
822,0.5
823,0.5
824,0.16666666666666663
825,0.5
826,0.08823529411764708
827,0.3571428571428571
828,0.2142857142857143
829,0.0
830,-0.09999999999999998
831,0.16666666666666663
832,0.0
833,0.5
834,0.31818181818181823
835,0.34615384615384615
836,0.4
837,0.09999999999999998
838,0.5
839,0.25
840,0.5
841,0.30952380952380953
842,0.13636363636363635
843,0.1428571428571429
844,0.30000000000000004
845,0.33333333333333337
846,0.5
847,0.0
848,0.5
849,0.35
850,-0.0625
851,0.2777777777777778
852,0.13636363636363635
853,0.30000000000000004
854,0.16666666666666663
855,0.5
856,0.0
857,0.19999999999999996
858,0.5
859,-0.08333333333333331
860,0.5
861,0.1428571428571429
862,0.5
863,0.5
864,-0.125
865,0.2272727272727273
866,0.33333333333333337
867,0.3571428571428571
868,0.25
869,0.33333333333333337
870,0.5
871,0.2142857142857143
872,0.3571428571428571
873,0.5
874,0.19999999999999996
875,0.09999999999999998
876,0.375
877,0.5
878,-0.09999999999999998
879,0.5
880,0.0
881,0.5
882,0.40909090909090906
883,0.40909090909090906
884,0.375
885,0.09999999999999998
886,0.5
887,0.125
888,0.09999999999999998
889,0.38888888888888884
890,0.0
891,0.1923076923076923
892,0.0
893,-0.16666666666666669
894,0.25
895,-0.5
896,0.5
897,0.16666666666666663
898,0.3571428571428571
899,0.5
900,0.5
901,0.5
902,0.5
903,0.0
904,0.0
905,0.30000000000000004
906,0.25
907,0.16666666666666663
908,0.25
909,0.5
910,0.0
911,0.30000000000000004
912,0.16666666666666663
913,0.33333333333333337
914,0.4
915,0.0
916,0.5
917,0.0
918,0.5
919,0.5
920,0.25
921,0.5
922,0.5
923,0.40909090909090906
924,0.3571428571428571
925,0.0
926,0.4
927,0.5
928,0.4
929,0.30000000000000004
930,0.5
931,0.5
932,0.38888888888888884
933,0.30000000000000004
934,0.3666666666666667
935,0.38888888888888884
936,0.045454545454545414
937,0.16666666666666663
938,0.2272727272727273
939,0.5
940,0.5
941,0.20588235294117652
942,0.0
943,0.5
944,0.5
945,0.5
946,0.5
947,0.5
948,0.30000000000000004
949,0.038461538461538436
950,0.0
951,0.3571428571428571
952,0.05555555555555558
953,0.5
954,0.2692307692307693
955,0.0
956,0.0
957,0.5
958,0.30000000000000004
959,0.5
960,0.3571428571428571
961,0.2272727272727273
962,0.2142857142857143
963,0.5
964,0.5
965,-0.3
966,0.31818181818181823
967,0.33333333333333337
968,0.31818181818181823
969,0.0
970,0.2777777777777778
971,0.16666666666666663
972,0.5
973,0.5
974,0.5
975,-0.09999999999999998
976,0.0
977,0.5
978,-0.16666666666666669
979,0.5
980,0.38888888888888884
981,0.0
982,0.08333333333333337
983,0.30000000000000004
984,0.3571428571428571
985,0.33333333333333337
986,0.5
987,0.09999999999999998
988,0.33333333333333337
989,0.0
990,0.5
991,0.0
992,0.38888888888888884
993,0.33333333333333337
994,0.09999999999999998
995,0.5
996,0.0
997,0.16666666666666663
998,0.09999999999999998
999,0.38888888888888884
1000,0.38888888888888884
1001,-0.11538461538461536
1002,0.25217391304347825
1003,0.4423076923076923
1004,0.13157894736842102
1005,-0.08571428571428574
1006,0.18888888888888888
1007,0.25000000000000006
1008,0.014285714285714346
1009,0.20588235294117652
1010,0.30487804878048785
1011,0.36263736263736257
1012,0.21875
1013,0.38596491228070173
1014,0.19047619047619047
1015,0.29508196721311475
1016,0.2333333333333334
1017,0.3
1018,0.6818181818181818
1019,0.04675324675324677
1020,-0.032558139534883734
1021,-0.18181818181818177
1022,0.40439560439560435
1023,0.29166666666666663
1024,0.19047619047619047
1025,0.08333333333333337
1026,-0.21276595744680848
1027,0.5038759689922481
1028,0.13513513513513514
1029,0.21111111111111114
1030,0.1742424242424243
1031,0.26190476190476186
1032,0.1450549450549451
1033,0.24603174603174602
1034,0.2033898305084746
1035,0.3846153846153846
1036,0.4298245614035088
1037,0.2954545454545454
1038,0.49999999999999994
1039,-0.05128205128205121
1040,0.31818181818181823
1041,0.24705882352941178
1042,0.038461538461538436
1043,0.16158536585365857
1044,0.6157635467980296
1045,0.32727272727272727
1046,0.34523809523809523
1047,0.0
1048,0.2272727272727273
1049,0.038461538461538436
1050,-0.02941176470588236
1051,0.07894736842105265
1052,-0.010489510489510523
1053,0.372822299651568
1054,0.34615384615384615
1055,0.25
1056,-0.2272727272727273
1057,0.5162601626016261
1058,0.3161290322580645
1059,0.7692307692307693
1060,0.043927648578811374
1061,0.07894736842105265
1062,0.16666666666666663
1063,0.13414634146341464
1064,0.11111111111111116
1065,0.11904761904761907
1066,-0.019607843137254832
1067,0.09090909090909094
1068,0.40476190476190477
1069,-0.42105263157894735
1070,0.6097560975609756
1071,0.0980392156862745
1072,0.0714285714285714
1073,0.0
1074,0.29017857142857145
1075,0.15476190476190477
1076,0.17924528301886788
1077,0.20588235294117652
1078,0.2222222222222222
1079,0.07246376811594202
1080,0.33333333333333337
1081,0.21081081081081088
1082,-0.17307692307692313
1083,-0.06666666666666676
1084,0.10333333333333333
1085,0.4393939393939394
1086,0.050000000000000044
1087,0.2875
1088,0.4387755102040817
1089,0.275
1090,-0.09999999999999998
1091,0.048295454545454586
1092,-0.06666666666666665
1093,0.5811965811965811
1094,0.06666666666666665
1095,0.2142857142857143
1096,0.20370370370370372
1097,0.20967741935483875
1098,0.15714285714285714
1099,0.2708333333333333
1100,0.26315789473684215
1101,0.25
1102,0.3142857142857143
1103,0.0625
1104,0.033333333333333326
1105,0.19565217391304346
1106,-0.0714285714285714
1107,-0.21739130434782605
1108,-0.20325203252032514
1109,0.6829268292682927
1110,0.2142857142857143
1111,0.16521739130434776
1112,0.3674418604651163
1113,-0.2142857142857143
1114,0.35
1115,-0.11111111111111116
1116,0.18181818181818177
1117,0.33333333333333337
1118,0.11711711711711714
1119,0.0625
1120,0.4642857142857143
1121,0.30000000000000004
1122,0.22666666666666674
1123,0.1472868217054264
1124,0.12916666666666665
1125,0.2857142857142857
1126,0.8181818181818182
1127,-0.1111111111111111
1128,-0.22222222222222227
1129,0.09523809523809523
1130,0.2021276595744681
1131,-0.19047619047619047
1132,-0.368421052631579
1133,-0.31818181818181823
1134,-0.33333333333333337
1135,0.051724137931034475
1136,0.4
1137,0.14
1138,0.42307692307692313
1139,-0.03679653679653683
1140,0.375
1141,-0.13095238095238093
1142,0.22113022113022113
1143,-0.29166666666666663
1144,0.17567567567567566
1145,0.4222222222222222
1146,0.00462962962962965
1147,0.06818181818181823
1148,0.05714285714285705
1149,0.1214285714285715
1150,0.3857142857142857
1151,-0.2727272727272727
1152,-0.04166666666666663
1153,0.3894736842105263
1154,0.1282051282051282
1155,-0.1842105263157895
1156,-0.3181818181818182
1157,-0.2692307692307692
1158,0.0625
1159,-0.038461538461538436
1160,0.0
1161,0.12972972972972974
1162,0.25
1163,0.38235294117647056
1164,0.23170731707317072
1165,0.22115384615384615
1166,0.1684587813620072
1167,-0.33333333333333337
1168,0.0
1169,0.2829268292682927
1170,0.3916666666666666
1171,0.2134502923976609
1172,-0.4305555555555556
1173,-0.08080808080808077
1174,-0.1501831501831502
1175,0.37142857142857144
1176,0.21804511278195493
1177,-0.02777777777777779
1178,-0.33333333333333337
1179,0.19999999999999996
1180,0.30952380952380953
1181,0.35
1182,-0.19298245614035087
1183,-0.16666666666666663
1184,-0.4285714285714286
1185,-0.03007518796992481
1186,0.16666666666666663
1187,0.31481481481481477
1188,-0.09999999999999998
1189,0.0752351097178684
1190,-0.3142857142857143
1191,-0.3
1192,0.4352159468438538
1193,0.37634408602150543
1194,-0.033333333333333326
1195,-0.08125000000000004
1196,0.020689655172413834
1197,0.04999999999999999
1198,-0.36363636363636365
1199,0.03888888888888886
1200,0.15714285714285714
1201,0.4888888888888889
1202,-0.08333333333333331
1203,0.37327188940092165
1204,0.38095238095238093
1205,0.33333333333333337
1206,0.08620689655172409
1207,0.11904761904761907
1208,0.2948717948717948
1209,0.5
1210,0.38888888888888884
1211,-0.34615384615384615
1212,0.5
1213,-0.25
1214,0.24242424242424243
1215,0.11538461538461542
1216,0.46078431372549017
1217,0.2666666666666666
1218,-0.020000000000000018
1219,0.18965517241379315
1220,0.10424710424710426
1221,-0.09890109890109888
1222,0.7380952380952381
1223,0.625
1224,0.2727272727272727
1225,0.2857142857142857
1226,-0.016129032258064502
1227,0.3369565217391305
1228,0.2338709677419355
1229,0.011627906976744207
1230,0.39245283018867927
1231,0.0
1232,0.11538461538461542
1233,0.2142857142857143
1234,0.1875
1235,-0.07432432432432434
1236,0.17575757575757578
1237,0.7804878048780488
1238,0.01754385964912286
1239,0.5727272727272728
1240,0.07894736842105265
1241,0.03703703703703709
1242,0.0
1243,0.475
1244,0.17142857142857137
1245,-0.01282051282051283
1246,0.19999999999999996
1247,0.3904761904761905
1248,0.22499999999999998
1249,0.4411764705882353
1250,0.3571428571428571
1251,0.18292682926829273
1252,-0.09999999999999998
1253,0.038461538461538436
1254,0.5294117647058824
1255,-0.13095238095238093
1256,0.0714285714285714
1257,0.231578947368421
1258,0.6041666666666667
1259,0.7058823529411765
1260,-0.08974358974358976
1261,0.33333333333333337
1262,-0.040540540540540515
1263,0.3666666666666667
1264,0.2150537634408602
1265,0.45714285714285713
1266,0.30952380952380953
1267,0.2928571428571428
1268,-0.3888888888888889
1269,0.2647058823529411
1270,0.13157894736842102
1271,0.2894736842105263
1272,0.24864864864864866
1273,0.0757575757575758
1274,0.40909090909090906
1275,0.25
1276,0.050000000000000044
1277,0.19999999999999996
1278,0.33333333333333337
1279,0.8888888888888888
1280,0.08823529411764708
1281,0.16666666666666663
1282,0.30000000000000004
1283,0.33333333333333337
1284,0.33333333333333337
1285,-0.3
1286,0.375
1287,0.22499999999999998
1288,0.3666666666666667
1289,0.13888888888888884
1290,0.22093023255813948
1291,0.25
1292,0.38888888888888884
1293,0.11111111111111116
1294,0.39
1295,0.3125
1296,0.4078947368421053
1297,0.06756756756756754
1298,0.16666666666666669
1299,-0.125
1300,0.2692307692307693
1301,0.5
1302,0.15714285714285714
1303,0.33333333333333337
1304,0.038461538461538436
1305,0.5405405405405406
1306,0.5
1307,0.09375
1308,0.11290322580645162
1309,0.40909090909090906
1310,0.4545454545454546
1311,-0.047619047619047616
1312,0.5
1313,0.1842105263157895
1314,0.25
1315,0.44999999999999996
1316,0.3305555555555556
1317,0.021739130434782594
1318,0.43333333333333335
1319,0.3571428571428571
1320,0.11290322580645162
1321,0.2777777777777778
1322,0.030612244897959218
1323,0.4722222222222222
1324,0.25
1325,0.22499999999999998
1326,0.3571428571428571
1327,0.25
1328,0.40909090909090906
1329,-0.16666666666666663
1330,0.5
1331,0.23333333333333328
1332,0.17500000000000004
1333,0.16666666666666663
1334,-0.15517241379310343
1335,0.33870967741935487
1336,0.23684210526315785
1337,0.0
1338,0.6410256410256411
1339,0.5961538461538461
1340,0.26666666666666666
1341,0.017241379310344862
1342,0.31818181818181823
1343,0.0641025641025641
1344,0.30000000000000004
1345,0.4471544715447155
1346,0.34615384615384615
1347,0.2795698924731183
1348,0.08064516129032262
1349,0.3571428571428571
1350,0.09999999999999998
1351,0.38888888888888884
1352,0.3181818181818182
1353,0.43333333333333335
1354,0.013513513513513487
1355,0.8571428571428571
1356,0.40476190476190477
1357,0.4130434782608695
1358,0.05555555555555558
1359,0.02941176470588236
1360,0.2727272727272727
1361,0.0
1362,0.33333333333333337
1363,0.4473684210526315
1364,0.19696969696969702
1365,-0.10483870967741937
1366,0.16666666666666663
1367,0.23684210526315785
1368,0.2857142857142857
1369,0.2647058823529411
1370,0.0625
1371,0.4
1372,0.31818181818181823
1373,0.0714285714285714
1374,0.5454545454545454
1375,0.3571428571428571
1376,-0.1046511627906977
1377,0.0
1378,0.22340425531914898
1379,0.275
1380,0.13636363636363635
1381,0.2894736842105263
1382,-0.23076923076923078
1383,0.33333333333333337
1384,-0.09523809523809523
1385,0.5
1386,0.19999999999999996
1387,0.2692307692307693
1388,0.30000000000000004
1389,0.25
1390,0.8235294117647058
1391,0.20588235294117652
1392,0.30000000000000004
1393,0.19999999999999996
1394,-0.043478260869565244
1395,0.2857142857142857
1396,0.27777777777777785
1397,0.036363636363636376
1398,0.33333333333333337
1399,0.16666666666666663
1400,-0.13636363636363635
1401,0.09999999999999998
1402,0.23809523809523814
1403,0.4
1404,0.02631578947368418
1405,-0.01282051282051283
1406,0.08333333333333337
1407,0.3571428571428571
1408,0.5
1409,0.41666666666666663
1410,0.3620689655172413
1411,0.09999999999999998
1412,-0.05555555555555558
1413,0.313953488372093
1414,0.25
