stu,cluster
1966,1
2344,20
2421,10
2510,26
2936,3
742,27
1349,1
1000,27
29,15
2890,3
697,29
510,26
497,7
118,26
1041,30
376,26
1204,1
584,20
2390,16
2669,26
2106,30
254,31
205,20
2477,10
3183,26
2082,7
1886,1
1319,26
3059,29
2860,26
1677,26
630,16
2403,20
3218,26
2553,26
2594,29
1100,26
537,26
1732,26
3184,26
673,29
1957,1
750,29
969,12
1229,0
1069,12
244,24
2600,10
1466,8
1358,26
3159,26
3035,29
1559,19
1877,1
3307,2
889,12
1791,26
2801,3
732,27
2486,29
3175,11
807,22
2006,21
340,22
2141,30
1708,26
2366,11
649,29
923,17
2702,26
2795,1
726,29
785,16
1159,20
442,14
3110,6
2428,10
985,6
2601,22
1010,6
495,7
208,20
2369,7
2505,26
2052,28
1214,0
76,27
1767,26
757,22
2462,29
2031,28
2745,26
2040,12
131,26
2166,1
1920,1
1019,26
3153,6
2304,26
3316,25
1377,26
2749,30
702,29
85,5
1613,29
1519,19
310,0
1985,1
1072,12
1310,26
544,26
211,6
3111,26
1942,26
1550,26
2113,19
3015,22
893,26
2178,26
2089,26
476,17
2721,26
2832,3
1905,1
270,1
896,11
721,26
2278,26
1442,26
1353,26
692,26
603,26
927,11
2144,26
1050,26
1927,1
504,3
875,20
912,26
2237,26
2511,26
523,7
597,20
1150,26
1152,26
1140,20
1782,26
511,26
1548,19
2571,29
2026,21
2007,21
119,26
983,6
1427,1
2700,1
2367,7
1292,27
2650,26
2833,29
2579,26
727,29
946,14
1995,9
3193,26
2839,3
2512,26
1418,26
1329,26
2886,26
1026,26
1300,26
73,27
1964,1
1914,26
1569,26
1843,26
3126,26
138,18
3151,6
2213,26
2124,30
2487,26
3002,11
1126,26
1384,26
1758,26
2463,29
2016,26
2524,29
255,14
1624,26
2386,26
193,6
1884,1
2268,26
860,12
1085,26
1359,26
2626,26
703,29
1717,26
357,6
1406,3
3169,26
286,2
626,26
555,26
1258,26
1937,26
1532,26
1187,26
2728,26
930,17
288,23
770,29
1955,1
2189,26
3299,31
2068,7
2821,26
2732,30
3324,13
1734,26
2685,26
2703,26
2118,19
1264,11
1464,8
71,26
1453,26
172,5
2244,26
2155,26
1061,26
468,6
51,22
1335,26
2049,28
2787,26
679,29
1693,26
1875,1
2456,10
333,22
79,27
1989,9
1076,12
3145,26
3311,24
819,29
323,0
1819,19
2435,30
313,26
224,6
1163,26
2704,26
2867,3
1777,26
1116,26
1795,26
3078,26
2710,0
363,6
734,27
1748,26
992,27
1289,27
1659,26
921,17
2793,1
799,16
2303,26
2661,26
1968,26
478,19
1576,26
839,14
2469,10
222,20
2220,26
1311,26
1669,26
2432,10
1212,0
1912,1
2695,11
385,11
2399,16
1842,26
2167,20
1092,26
1934,1
2904,3
1724,26
1635,26
453,2
2858,3
3176,26
2997,1
801,16
108,19
308,0
2911,26
1011,12
1111,12
163,2
437,26
2828,26
2521,26
1783,26
3139,6
1574,19
104,14
1295,27
2066,22
2500,10
218,26
2133,30
1700,26
747,27
1925,1
718,29
937,12
1197,0
1037,12
2442,30
2887,26
287,5
3245,26
2420,10
1326,26
139,18
413,26
966,16
1484,8
21,26
2005,21
1127,26
425,15
685,3
1040,30
2668,26
3064,29
3275,2
1759,26
2105,26
2769,3
808,29
2698,1
204,16
2476,10
3130,12
2930,22
826,26
2109,30
1676,26
24,16
577,14
2294,26
1369,26
1024,6
926,17
2033,3
694,29
913,12
1962,1
1605,29
2310,16
2902,3
1249,16
1302,26
536,26
3025,1
2347,29
3079,29
2162,20
2880,1
1735,26
407,17
1882,1
1614,7
2713,26
802,26
2085,30
987,26
109,23
2270,26
2528,26
827,14
1434,26
1469,8
3121,6
3146,6
28,3
670,29
928,17
53,5
806,22
2258,30
1953,1
154,18
1225,0
2893,3
1240,14
1774,26
343,6
1493,26
2689,26
984,6
1873,1
1284,27
420,26
719,29
2813,3
2322,1
1410,26
164,7
2201,30
756,22
646,29
1274,26
522,7
2744,26
1534,29
140,24
1561,26
2055,28
2205,26
3152,6
1118,26
587,11
1376,26
256,25
2933,22
2242,1
2134,19
1994,21
1170,6
677,22
2307,26
2218,22
38,15
1012,16
2921,26
2260,26
2171,26
3295,18
2618,26
1210,0
2803,26
3057,29
2112,17
1457,22
2480,26
547,26
3137,1
112,17
1142,20
22,23
1932,1
2720,26
3325,18
1537,26
2758,11
1811,26
908,12
3094,26
3165,30
3119,6
402,19
720,26
2181,26
3288,2
134,17
834,14
1094,26
1352,26
306,0
3134,12
1726,26
642,19
185,31
2199,17
813,26
1592,26
852,11
356,16
2354,26
2539,26
1445,26
695,26
2986,26
1568,3
186,6
1327,26
2939,22
1531,0
2372,7
671,29
1685,26
2779,26
3226,26
90,23
19,17
165,18
439,2
594,26
2844,3
1917,1
1226,26
451,7
1155,26
1858,26
1769,26
1108,26
1056,0
1651,26
1923,1
3192,26
2289,20
1195,0
1328,26
2295,26
887,12
1702,26
2764,3
1506,19
831,14
3310,18
1421,26
1593,6
964,16
2962,26
2212,26
3150,6
1029,26
2755,26
387,17
2422,10
2116,11
2409,7
708,29
2958,22
3202,26
1535,29
2545,10
2696,1
2095,1
1387,26
2029,28
2302,16
488,7
1834,26
1745,26
1084,26
2019,26
2835,3
96,23
2168,20
1716,26
3168,26
1516,0
1960,1
2999,11
3021,26
2271,26
2073,7
2308,16
297,11
433,14
3322,24
41,14
647,26
2188,26
155,18
1261,26
982,16
1137,20
2731,26
1880,1
405,17
2684,26
1775,26
1812,16
1824,19
1810,26
121,26
1060,26
2872,3
489,17
72,7
1174,6
1692,26
1235,20
332,22
739,27
1381,29
2826,3
411,20
54,26
273,11
2326,16
2345,22
1967,1
2434,30
2459,10
905,11
483,19
1776,26
1079,12
3224,1
434,30
3262,18
2363,29
1476,8
3052,26
3277,4
2339,20
1119,26
2489,26
2660,26
95,23
1751,26
3107,6
8,17
1513,5
393,6
1887,1
1542,19
2468,10
1023,6
1,22
3304,13
1650,26
2286,26
569,14
3120,26
3305,18
2879,3
422,26
686,29
190,6
486,7
2067,19
2558,0
2855,26
844,7
2953,22
3213,26
116,0
227,31
1511,19
1294,26
3095,26
2071,7
168,4
1095,26
2636,26
2799,3
1727,26
2950,3
3179,26
1208,0
1579,19
3172,11
979,26
2262,26
3237,12
1337,26
1930,1
2916,3
634,19
3289,19
3329,18
304,0
2343,22
2130,20
335,22
246,2
446,15
853,26
1703,26
2010,21
344,6
3244,26
2937,26
262,24
780,16
2445,30
2817,29
1616,19
91,22
2894,29
2327,30
1915,1
2238,26
2423,10
3309,24
1313,26
563,26
2870,26
3114,6
2104,26
1610,29
1921,1
949,20
1193,0
1502,26
2197,26
2861,3
2352,29
1742,26
2951,22
2592,29
2281,26
2555,26
30,15
1461,26
1409,12
2913,26
3210,16
3287,2
370,26
2139,5
2214,26
884,26
539,26
2093,1
1242,26
1785,26
3086,26
2972,1
80,26
872,6
2429,26
2358,30
1543,20
1086,26
1344,26
1718,26
2210,1
965,14
2484,29
1320,19
752,0
1447,16
592,20
2346,26
459,15
1437,26
2978,26
2889,26
2228,26
1560,19
2586,26
2771,26
663,29
978,26
724,29
870,20
1992,9
586,26
1521,26
515,26
2143,30
2180,20
2822,26
900,11
1129,26
1403,26
2045,28
465,6
2688,26
1850,26
1761,26
1048,16
2494,10
2405,26
688,26
173,19
783,16
52,14
952,20
3284,13
1965,1
1694,26
2645,26
1952,26
1015,11
781,26
2507,26
1413,26
2865,26
206,20
2562,26
2747,26
2525,29
2932,22
700,29
2883,1
562,26
1611,29
836,26
1280,11
1885,1
2288,26
1105,26
1379,26
1639,22
2662,26
98,17
1737,26
27,23
2011,26
2581,0
2470,10
3198,11
3013,26
263,31
1296,26
2263,26
213,6
142,2
1670,26
1928,26
1523,30
1536,26
265,2
3278,18
2658,1
3118,6
2091,26
1527,26
9,5
2723,26
2501,29
1135,26
2377,7
676,29
1318,19
3081,26
812,26
505,26
765,22
1355,26
1444,26
1802,26
1713,26
595,20
64,23
89,17
3174,11
3321,18
2239,26
3272,31
463,6
1136,26
2451,10
182,31
1768,26
3229,26
2908,29
2412,26
2770,26
2402,0
3044,26
1861,26
997,27
652,29
2652,26
284,7
2538,29
1743,26
3195,26
792,29
830,14
778,16
1420,26
766,22
1028,26
75,27
457,17
1913,1
2024,28
1571,26
3112,26
2597,3
2215,26
3004,11
2165,1
2609,0
1935,1
1367,20
2498,10
2943,22
1207,0
1744,26
3205,26
365,20
3087,26
2687,29
837,16
1062,6
1518,19
1022,20
2963,29
3020,26
1837,26
1087,26
494,6
1148,20
1530,30
1719,26
232,17
2582,10
3100,6
2418,10
717,22
991,6
2137,5
339,26
303,0
2375,7
179,14
2088,20
1892,26
93,23
2254,26
3273,18
2847,3
744,27
1315,27
654,29
219,20
2328,7
2823,26
2970,1
886,26
1972,1
120,26
2063,28
1541,20
146,18
627,0
3232,30
849,14
2495,10
1063,26
1053,0
1695,26
2297,26
100,23
3261,14
1176,0
201,6
130,26
2437,30
315,26
226,6
1018,26
2230,26
2862,26
1291,27
392,6
1479,8
2838,3
491,7
1602,29
2736,10
2663,26
260,5
902,11
1494,26
728,26
963,11
568,14
1102,26
1963,1
492,30
2471,10
368,20
1756,19
2925,22
3076,29
1671,26
2804,3
3212,26
2025,22
1201,1
1500,27
513,7
56,11
1584,19
294,5
1883,1
602,26
1281,26
566,12
531,26
824,16
60,15
1667,7
2246,12
196,20
272,7
2350,30
2829,3
929,17
1336,26
1544,20
1710,26
2202,17
794,7
2301,16
2249,26
1429,26
2881,26
3141,6
2992,3
3326,2
3328,18
338,26
655,29
2946,3
859,11
2182,26
149,18
242,11
1309,16
334,22
2058,28
63,11
2514,1
11,17
1121,26
199,6
2037,28
2678,26
2147,11
78,27
1753,26
26,5
48,26
1297,12
2444,30
1446,26
1818,19
436,14
2397,26
458,31
1054,26
2866,3
1312,26
3029,26
390,6
375,11
1686,26
415,26
473,7
316,0
2314,26
2107,26
3302,18
2292,22
2810,26
171,2
2739,26
3070,29
3097,26
36,22
554,26
863,20
39,11
1489,26
776,16
1603,29
1554,20
482,17
2280,26
1097,26
1460,26
1371,26
2404,20
2654,26
3147,6
1729,26
2138,11
251,30
1030,26
1007,16
1288,26
2163,1
2548,16
1933,1
1365,20
2613,26
2117,5
391,26
1205,0
2857,3
1005,26
1784,26
2342,0
2546,26
295,5
613,26
1168,20
2154,26
1171,1
1245,26
2786,26
3060,26
408,17
668,29
2554,29
3073,26
530,26
507,16
3283,2
2256,26
1162,26
829,14
1436,26
2630,26
890,12
1794,26
1705,26
1044,26
2001,9
1658,26
2349,26
2981,26
2231,26
1894,26
2589,26
1128,26
1526,0
2863,26
2425,10
3292,18
3221,26
1760,26
329,22
589,26
150,4
1495,26
2762,26
2673,26
3036,26
1853,26
471,7
1103,26
989,27
1396,16
2644,26
2530,29
2888,1
3187,26
1890,1
1394,26
2287,1
1412,26
1323,26
2053,20
3024,22
2864,26
1681,26
1276,26
1042,11
1634,26
1520,17
2697,1
477,30
1823,19
353,16
2207,26
2376,30
268,31
640,16
1104,26
1736,26
1557,20
233,14
1961,1
276,30
187,6
2901,3
2923,26
1829,26
2620,26
2506,29
1486,8
1711,26
1215,1
2274,17
3252,26
351,6
3163,26
1002,16
1563,19
18,17
1881,1
3327,2
600,22
3167,30
378,19
110,17
736,27
2183,26
1221,12
2577,0
764,22
3071,26
2466,10
2726,30
878,26
915,12
1122,22
1712,26
2380,17
629,6
2679,26
2990,20
3012,1
3320,18
2200,17
2988,26
3160,6
1805,26
795,6
2299,16
2596,26
3092,29
1498,30
1462,8
1687,26
289,7
3225,1
3228,26
2002,21
403,11
132,0
307,26
2305,16
1307,16
1860,26
722,29
1771,26
2222,26
2651,30
429,30
1283,27
1471,8
3047,26
2173,20
49,11
2655,26
2531,29
3127,6
3003,1
181,26
823,16
1031,26
314,0
1645,26
2027,28
1919,26
2942,22
3186,26
3204,26
342,7
2401,29
2648,10
3033,29
2602,10
641,26
1836,26
2269,30
480,17
2096,1
2852,3
2631,26
696,26
1931,1
1203,0
1304,19
2969,11
2241,26
283,19
2873,26
3318,18
3158,6
848,14
1552,19
962,26
2617,29
123,26
2050,28
1505,26
3062,26
2296,26
1113,26
2670,26
302,15
200,6
2436,30
496,7
2843,3
1438,26
2389,26
68,5
3300,4
932,17
364,6
1678,26
639,0
2217,26
2491,26
241,19
170,17
2170,26
2849,26
762,0
1629,20
2099,26
2763,3
3085,29
2406,26
2924,22
546,26
1188,0
1262,11
1888,1
3038,26
2361,30
2272,26
571,14
1178,26
1089,26
1363,26
2646,26
525,6
1721,26
290,2
1414,26
1058,16
1293,1
1278,26
2834,3
2158,30
1268,20
898,11
1144,26
2331,7
1512,19
2973,1
1975,1
2193,26
2998,11
605,26
456,15
879,26
1237,26
3235,12
1827,22
2778,26
506,3
660,29
1213,1
2569,29
7,11
2248,26
3115,6
1065,26
895,11
1339,26
1428,26
3140,6
1895,1
1071,20
1697,26
1475,1
500,1
83,27
725,29
503,20
148,18
2008,21
2223,26
380,11
198,6
1173,0
2825,3
973,26
938,12
1752,26
2061,28
581,26
874,20
855,26
803,16
2396,26
346,6
40,15
1487,26
2665,26
2754,26
1845,26
2522,29
2622,29
735,12
2473,10
2807,3
1608,29
2224,26
2313,30
1386,26
2319,16
2018,26
1673,26
701,29
612,19
2699,11
1555,26
1059,1
1488,26
1862,26
1096,26
1938,1
3260,18
2927,22
914,12
1728,26
349,20
3063,29
557,26
300,5
2283,26
892,20
3001,1
2730,26
2641,26
312,0
2683,22
2449,10
1004,26
3155,26
1362,26
1750,19
352,6
2995,3
2798,3
1244,26
3206,26
35,27
3319,18
3267,24
1787,26
3072,26
2135,11
2517,1
1578,19
2157,26
470,14
3122,6
1161,30
828,14
3285,31
2458,10
1013,6
1704,26
1043,30
2671,26
967,14
3039,29
1929,1
1821,19
2547,29
1165,26
1439,26
2869,3
2338,0
2980,26
858,30
1797,26
3249,26
590,20
2588,26
994,27
1661,26
1679,26
2043,28
2424,10
3220,26
3131,26
2909,29
159,18
417,26
328,22
1970,26
25,26
960,6
1131,26
653,29
2672,26
1852,26
1763,26
1395,20
2236,19
793,29
1346,29
2407,26
2320,30
2765,26
1680,26
2647,26
279,1
177,14
2523,29
2820,29
880,6
609,3
1415,26
2131,29
1454,19
2956,26
541,20
3128,6
2906,3
1279,26
2253,29
1911,26
3178,26
2261,30
1186,0
690,29
1739,26
1828,26
1902,1
2190,26
3280,26
769,29
350,6
868,10
3046,26
2623,26
1143,20
1473,8
427,14
3166,30
2561,10
3264,2
1973,1
2796,26
2194,17
749,27
2233,26
3154,26
3083,26
2897,3
3271,11
1368,0
214,20
840,14
1482,8
954,26
1804,26
115,26
2940,22
1497,26
622,0
3227,30
1893,1
684,22
3274,31
45,1
1241,29
2599,26
1501,30
1430,26
899,11
2129,1
1255,19
1038,26
282,11
2536,29
381,26
1863,26
2209,26
122,0
999,27
2483,26
715,29
2898,29
1347,29
1014,11
3054,29
141,11
2585,29
2398,26
573,8
538,26
424,1
1644,26
3030,26
2264,26
449,15
1081,26
2638,26
881,12
57,15
245,24
464,7
638,26
2357,26
2947,22
97,17
1936,1
2740,10
1039,6
12,30
162,24
2605,10
2185,26
298,5
101,5
1190,1
274,26
2681,26
906,26
191,20
817,26
2374,26
1138,20
70,5
400,17
788,26
1449,26
1452,1
774,29
1402,26
1057,26
1331,26
2614,26
33,15
1689,26
786,16
3246,26
258,2
614,26
3293,5
3258,25
2965,26
2126,30
918,17
2790,1
3234,30
1112,26
2370,1
412,20
215,26
1943,1
2417,26
2114,26
3049,26
687,22
2746,26
2657,26
114,26
2439,30
1425,26
431,14
2982,26
1600,29
2216,26
1467,22
1378,26
1033,26
576,0
2590,26
2848,26
3108,6
1665,26
394,6
3222,26
693,29
493,7
311,0
2383,7
1073,12
580,20
2191,26
3281,18
2360,30
570,14
1854,26
1088,26
462,7
1720,26
2482,26
549,26
623,7
1980,1
2090,26
2364,26
2954,22
1181,26
3253,13
1455,26
2722,26
2633,26
2996,26
3018,11
2490,29
1218,1
2775,3
2192,26
1354,26
2566,26
2824,26
1986,26
1236,26
1147,26
209,6
669,29
1900,1
1594,26
730,29
1779,26
2102,17
2541,26
2149,26
1456,26
3238,12
102,17
1151,30
1153,30
1064,26
1830,26
2707,1
2781,26
2892,3
1141,20
3055,26
1696,26
2846,3
499,7
2340,26
1157,26
789,16
1431,26
1400,1
2056,28
1971,1
3312,18
3241,26
2580,26
2084,7
1265,19
1653,26
2035,28
3194,26
972,26
1330,26
409,26
2960,22
1480,8
2395,30
645,29
2664,26
521,7
1570,26
1844,26
1755,26
1533,29
2103,11
1891,1
2472,10
3164,1
3031,26
1672,26
2639,26
775,26
3068,29
1993,21
1389,26
3019,22
2837,3
2676,29
3022,1
37,15
2021,26
1271,26
3217,26
558,20
444,7
2812,26
2926,22
3170,26
556,26
3149,6
1099,26
2640,26
1620,5
682,29
1731,26
968,12
1228,0
271,30
2733,26
243,24
207,6
814,26
2615,26
2119,17
1465,8
3247,26
2751,1
1490,0
1950,1
2591,29
1826,19
2552,29
3256,18
2156,26
398,6
741,27
888,12
2371,7
1077,12
3075,26
324,0
731,29
2572,0
759,22
1496,5
2461,10
3093,29
1778,26
910,12
658,29
1707,26
1796,26
1870,1
1068,11
2414,26
3248,26
1660,26
944,12
229,30
3315,18
784,16
2195,19
2983,26
3266,31
2128,30
111,30
1034,6
615,19
2046,28
1422,26
2427,10
3313,24
3223,26
916,17
2221,22
423,3
2368,1
2628,29
373,26
410,20
1223,26
1941,1
1581,26
1855,26
707,29
176,14
103,22
2337,29
2028,26
1636,26
2785,3
0,26
309,0
2492,10
3181,26
481,17
2097,1
2504,29
235,14
189,6
981,26
1831,26
821,22
683,29
3065,26
3254,18
337,22
871,10
1080,12
809,26
1441,26
2356,20
2606,26
1198,0
1035,27
1898,1
2100,17
768,22
606,26
904,11
374,5
1260,19
250,31
1263,6
325,26
2000,21
843,14
2945,22
2748,16
787,16
291,23
933,17
2291,26
3041,26
1969,1
2649,26
195,6
1417,26
667,26
2208,26
1556,3
1370,26
1025,26
2653,30
359,6
2840,26
3214,26
2076,1
371,3
2311,16
137,18
618,0
3014,12
582,26
2557,26
1889,1
2177,20
1250,16
1485,1
2003,9
1179,20
1510,11
1846,26
66,11
911,11
2415,29
2070,7
1251,19
1525,11
1822,19
2385,26
2919,22
815,26
230,19
637,6
2267,26
2378,11
2714,26
2625,26
257,13
174,1
625,26
2604,10
643,26
2184,26
386,17
596,26
2816,26
1978,26
1139,26
1322,19
661,29
2680,26
461,7
2533,26
1562,19
17,17
180,14
3230,12
2773,26
1688,26
220,20
517,26
2971,11
791,26
1109,11
2132,5
2332,26
2243,26
1405,26
1423,26
1334,30
2048,28
2690,26
2875,26
3233,26
322,0
2247,30
143,18
1233,26
1621,17
239,14
1507,26
2570,0
3048,26
2387,30
1865,26
1115,26
1868,1
2656,26
698,29
202,6
20,1
1747,26
2509,26
2438,30
498,7
1609,29
192,16
798,16
1424,26
430,14
2391,26
1615,19
1798,26
1032,26
1662,26
1627,20
1664,26
467,7
2290,26
2172,26
1939,1
2013,26
1668,30
1211,0
3209,26
572,17
3286,24
3162,26
940,26
3091,26
1239,29
301,5
1298,26
548,26
841,16
1248,11
1841,26
1180,26
847,14
1091,26
2632,26
3255,18
1538,26
674,29
909,12
1723,26
800,16
2725,26
3132,1
2607,26
903,14
2333,7
2851,3
1357,26
607,26
2148,26
3197,1
1976,1
2780,26
1597,26
733,27
166,18
2734,10
723,29
869,6
2499,10
2065,30
3117,6
1156,26
1067,26
292,25
1585,22
2453,10
2608,26
650,29
1699,26
3240,26
1652,26
936,12
1196,0
1567,19
1896,1
1036,12
1492,1
2059,28
2975,26
2120,30
2038,28
2419,10
3215,26
816,6
2520,29
88,7
583,26
1483,8
77,27
42,15
2667,26
3200,11
1573,26
1847,26
931,17
699,29
1983,1
2475,10
760,29
2929,30
1638,20
1675,26
2020,26
2808,3
3216,26
1628,26
2583,19
382,26
347,20
2,28
384,26
2309,16
3123,6
3148,6
1903,1
3173,26
277,7
2756,1
156,18
2895,3
3090,26
406,19
502,7
746,27
1813,16
675,29
3053,29
897,11
971,12
221,16
2447,30
1468,8
1433,26
2815,3
237,1
55,30
955,20
2791,26
758,22
153,18
2460,10
1224,0
891,12
620,19
894,11
1045,30
1230,26
1549,19
2611,10
2115,17
835,14
1477,8
2318,11
2907,29
2712,29
1267,19
1799,26
1946,1
996,27
651,29
2537,29
712,29
379,11
490,26
419,26
330,22
2738,10
777,26
320,0
2334,26
234,7
1619,17
2568,0
2966,26
990,29
3306,18
1273,26
2574,26
1866,1
360,6
1360,12
2806,3
2549,26
43,11
117,0
2251,29
1231,6
1838,26
293,26
1586,19
169,4
885,11
280,1
3105,6
2081,11
1021,6
533,26
3009,26
2920,22
2259,26
3180,26
2324,19
3,26
188,6
388,11
706,26
617,26
598,20
980,26
2174,26
2176,26
1338,26
92,23
2164,20
438,15
167,18
1509,19
336,22
389,20
710,22
550,26
2069,7
401,17
1625,29
1182,26
1440,26
2686,0
2797,3
305,0
1814,26
454,30
184,25
2198,19
2353,26
1222,12
1577,19
2985,26
2235,26
1397,26
2075,14
919,17
2593,26
1684,30
3296,18
50,26
820,29
842,14
2914,3
956,26
2150,26
564,26
1499,26
2782,26
2944,22
3040,26
1857,26
935,6
993,27
1107,26
2042,22
2612,0
3276,31
105,30
1194,0
1601,29
1158,26
1910,1
1416,26
2741,26
358,6
1654,26
2381,16
1256,19
136,18
2282,26
2961,26
2211,26
3000,11
1373,26
3103,6
3201,26
2079,19
2918,22
540,26
1589,17
2905,3
636,6
565,14
1172,26
1083,26
1833,26
2624,26
1786,26
666,29
1219,1
1715,26
466,7
873,10
1515,0
2430,10
624,26
345,20
2359,26
2949,22
2022,26
296,5
2717,26
2991,26
99,5
1901,1
1630,26
238,7
593,20
2532,26
2187,26
796,20
2819,26
1618,30
1981,26
772,29
2365,17
2772,26
3007,11
3016,1
1522,26
516,26
