stu,cluster
1648,35
909,16
2285,59
363,26
1466,37
1945,0
420,35
168,28
1474,37
1702,14
3057,51
786,35
2325,59
2715,24
2950,11
2512,35
1625,51
1199,0
1186,23
2814,11
2886,35
2743,21
3150,26
214,40
3001,33
2434,24
1621,39
76,9
1197,42
497,36
2422,30
2940,18
301,2
1722,52
2064,5
434,24
1743,35
1323,35
1587,24
684,18
2277,52
869,26
1511,16
2176,35
1745,14
1585,18
185,61
1198,42
2386,35
2403,57
11,2
1852,35
2379,0
1860,35
922,39
246,10
2691,24
680,13
2362,59
3212,59
3087,35
2298,35
2923,35
1683,14
1584,52
2040,33
1930,0
2274,24
2805,11
23,39
1551,15
2159,57
610,11
682,51
600,13
2579,35
231,17
621,62
910,35
1117,35
3193,35
1010,42
2861,11
1381,9
2183,35
2594,51
999,12
2380,24
754,39
1272,35
629,63
3286,41
1646,35
1629,57
1776,14
3311,19
982,63
1654,35
787,63
3102,26
3,35
316,42
617,35
1498,9
3078,35
2510,35
445,48
1763,35
532,35
1909,0
2525,51
1146,35
2616,35
2212,35
125,35
3261,56
2624,35
2220,35
3145,26
2077,17
2445,24
3054,51
876,26
2985,35
958,63
856,22
1279,35
1227,57
2139,2
2391,59
824,63
588,40
292,10
1031,35
1645,35
1438,35
3275,31
467,36
2944,13
2836,11
329,11
475,36
2454,8
1470,37
2493,35
2972,0
1478,37
2543,23
1468,11
2570,42
480,24
1014,16
597,40
3294,43
1358,35
2623,35
2039,6
313,35
645,23
3121,26
1202,42
3030,35
2631,35
321,35
230,39
1560,18
3038,35
2112,39
2497,8
1060,35
304,52
1613,51
1228,23
2290,52
735,33
1825,35
1421,35
853,54
1593,63
1833,35
2466,30
2702,35
1458,40
3237,33
3259,28
3151,26
1248,33
2050,7
2913,21
2012,35
2660,35
1341,35
3067,35
389,40
2668,35
157,28
1959,0
2177,57
2819,35
218,26
1174,54
1179,57
776,63
3152,26
3318,28
2087,54
915,33
2291,52
590,40
2977,54
1597,52
2160,35
2506,51
1879,0
2739,35
3127,26
963,39
2335,35
3097,35
894,56
1780,14
2693,35
734,12
57,48
1430,52
1509,16
2372,36
2658,0
1378,35
1550,35
1110,33
2848,35
407,24
1386,35
925,16
1993,25
3051,51
468,26
3222,35
1008,63
1305,63
1471,37
2185,35
2613,35
247,3
1479,37
1209,14
159,55
287,2
2193,35
627,42
77,53
692,35
2016,52
2361,24
1050,35
2364,35
3103,26
2722,35
3297,10
2229,17
16,24
2730,35
1176,42
204,15
1036,33
1175,35
1789,35
2477,30
541,57
1183,35
926,24
984,63
488,36
566,35
2855,35
508,63
1602,51
3213,35
1987,0
1627,57
759,18
1906,35
414,21
290,31
1103,35
1033,35
611,11
44,18
3254,4
3187,35
3133,35
1907,0
2158,35
2783,35
2699,16
3291,1
444,17
1737,14
1145,0
1624,35
849,22
1570,35
960,63
136,28
1168,57
2075,17
2182,57
2443,24
2690,59
603,35
1520,39
3250,35
2682,52
557,35
2633,35
1297,33
1154,23
769,51
2641,35
3118,26
2313,24
2955,18
651,51
1261,54
911,56
473,36
1086,35
2970,0
720,35
2812,35
1493,35
1094,35
119,35
1972,0
3170,35
1501,35
2838,11
2381,63
1713,14
2899,11
3178,35
2149,35
1553,18
191,40
2157,35
2853,11
297,16
1013,63
1349,0
1260,16
1408,35
586,35
821,18
2251,51
1253,63
594,35
1058,63
318,52
1001,35
2487,35
62,57
2121,39
3020,15
149,1
2296,59
1131,35
1578,21
2034,6
307,35
509,35
1196,42
1161,24
2936,11
2829,11
2300,63
2890,11
1599,51
1660,35
22,46
794,63
1607,51
2437,24
155,4
1811,35
1957,0
1079,33
1744,14
513,0
415,21
3084,35
2021,35
1034,63
1415,35
2992,11
2424,8
2516,35
2463,51
748,12
2946,11
181,35
2329,59
2882,35
689,13
766,13
2582,30
1928,35
2272,59
1877,0
1685,35
1335,35
1521,35
1892,54
2752,63
1507,16
1054,18
2866,11
3068,51
83,53
1367,57
3113,26
2031,22
94,2
351,58
1848,35
267,27
1444,35
1856,35
38,48
2199,39
2514,0
1185,35
1420,52
1477,37
1810,35
302,62
781,35
2047,7
2194,24
1746,59
2507,35
1432,15
3211,54
275,24
2865,35
2962,21
1246,56
201,58
2309,63
1364,35
1372,35
733,12
237,39
1730,35
1525,16
3044,35
3200,35
1113,35
392,58
2082,17
709,35
1002,63
2521,42
3052,35
3166,24
35,12
823,63
494,36
95,46
2863,21
3289,56
2009,25
502,36
1855,35
1985,0
3144,26
1531,23
3310,28
2416,30
2544,35
2716,35
3074,35
320,42
1229,42
3119,26
377,24
1905,0
3277,4
1355,35
442,17
685,51
2208,35
121,35
799,63
432,39
949,57
1121,21
2216,35
1927,0
186,26
332,13
2293,59
1039,63
1517,17
433,56
2038,6
1693,14
5,2
1275,35
66,16
1027,35
1641,35
1434,35
1016,14
2029,7
413,35
400,24
2090,35
934,16
1748,14
2399,63
2489,35
132,42
2757,63
63,39
835,22
393,15
1392,35
72,53
3207,24
1564,35
736,12
1068,56
465,26
543,35
942,35
2429,15
2619,35
197,40
986,57
3244,35
2215,35
918,24
2627,35
152,28
2888,0
1890,0
3262,28
2070,39
1609,51
2314,54
745,12
1064,35
1487,35
760,26
796,40
1845,35
1539,18
1425,35
450,35
2542,35
1714,52
2550,35
2355,51
767,51
1286,21
2074,2
461,39
1347,9
979,35
2210,15
1337,35
987,35
2252,35
2435,24
2127,59
792,51
2664,35
153,4
795,14
941,35
1955,0
970,56
1783,14
477,24
2115,39
1203,42
2500,30
2929,18
1063,35
1282,16
80,35
1663,16
2740,30
1406,11
2948,35
1875,0
2526,51
666,51
2533,35
262,19
3012,0
1515,42
1705,14
2102,24
234,17
1819,18
1052,54
938,57
1990,25
2078,17
2282,59
102,24
1390,35
2015,35
53,39
842,22
438,62
1398,35
2275,24
774,9
2793,0
978,35
2425,30
65,44
2957,13
3226,35
2197,35
2822,35
1235,57
1418,52
2476,30
2205,35
194,14
1426,52
1100,35
3283,31
1679,35
3184,35
1865,35
2830,18
466,36
1666,52
2360,35
755,13
1508,2
2938,13
25,35
1681,14
2867,11
3287,27
18,2
1796,35
860,26
775,35
1537,35
2997,0
1389,35
2912,51
3209,35
2234,35
2237,54
740,12
2096,0
3217,35
138,55
195,58
2998,33
2677,51
716,21
1288,35
1716,35
1792,14
1296,35
1670,35
2771,35
2843,11
2904,11
1040,24
2779,35
2725,35
1618,54
2858,11
3300,28
2733,35
3105,26
2316,24
1925,0
898,56
1216,35
1162,35
1552,18
98,17
812,35
1590,35
1239,51
1626,57
2763,11
383,16
3160,26
2238,54
1276,52
2225,35
2653,35
1410,14
2710,42
3025,15
671,51
1082,35
1464,37
1707,35
2375,24
1090,35
115,35
1472,37
1771,14
3182,35
562,21
1497,35
2560,35
2762,35
2412,35
2834,11
3019,13
3190,35
3296,28
2770,35
2153,35
1170,26
1541,57
1447,63
2567,42
1256,16
334,40
1573,35
1223,35
1888,0
3260,4
272,36
606,35
1581,35
1164,24
2629,51
2939,13
870,57
2283,52
2483,35
710,13
2490,51
2384,39
2648,30
1736,35
86,44
1135,35
2563,23
1448,53
2945,13
1294,35
2173,57
854,33
358,58
1062,15
2427,8
3173,35
3319,4
224,58
296,2
3181,35
249,38
3035,51
487,36
1617,2
1656,35
1395,57
2344,40
1603,51
1953,0
1075,33
154,19
635,35
2942,13
143,55
1411,35
589,35
2401,58
2807,11
500,0
1350,52
1280,16
170,2
2551,51
1940,35
2909,51
2378,16
1873,0
1948,35
1126,35
1331,35
2596,35
232,17
200,58
3064,51
631,63
1554,57
1366,54
3011,35
103,13
729,51
512,18
2340,59
90,2
2397,54
19,2
789,63
41,17
2918,13
226,15
797,15
375,39
1814,35
626,35
777,35
2134,16
2600,30
395,58
1120,16
2877,35
1526,42
2885,35
1938,0
75,9
2382,39
956,35
2421,8
2975,54
3147,26
339,35
964,35
3040,35
2069,39
1322,35
3137,0
293,35
2006,25
3048,35
833,22
2191,35
1021,63
2398,54
402,16
59,17
2385,35
281,15
1111,33
1775,14
1851,35
642,16
2966,52
1859,35
884,35
1805,35
2492,30
887,54
1242,35
1299,24
1102,26
1232,21
1692,14
863,57
3086,35
4,2
386,24
2572,42
189,26
1368,42
463,26
3093,51
929,24
2162,57
1325,15
1917,0
376,35
1779,35
2637,40
1725,35
587,56
1375,35
128,35
609,11
681,51
2349,54
1037,33
3047,35
338,35
3203,35
1923,0
452,47
896,56
1637,18
2231,54
2586,35
2949,13
1751,14
595,57
1513,17
428,48
2118,59
107,44
695,18
864,22
1506,16
1842,35
2577,42
1828,18
672,51
1314,53
2540,51
1653,35
1233,35
2898,51
2719,35
409,35
3077,35
965,62
1673,14
1486,37
1362,15
2919,13
2095,0
1404,35
531,35
1156,35
3264,10
1035,12
1074,33
2828,35
778,63
3240,35
2246,7
2211,35
3171,54
2639,35
164,36
2897,11
1218,42
1169,57
1902,0
572,24
3061,51
957,39
1076,35
2390,59
2558,23
2748,35
1429,35
1030,35
55,35
1782,14
3106,35
42,20
2438,24
1437,35
360,58
2835,11
306,42
417,21
2058,7
1773,15
3292,28
1559,35
1445,52
3317,4
1467,11
1307,63
2130,40
2261,24
1974,35
1704,14
2248,35
2052,5
493,36
1967,0
3029,35
2630,35
2484,51
3017,15
585,21
1067,35
60,20
1255,16
2872,11
1887,0
2086,5
3268,28
2826,11
2330,52
1129,52
303,42
1596,35
2358,51
248,10
2011,35
583,35
1047,63
56,39
2667,35
1348,59
373,35
3128,26
1042,16
2065,24
2818,35
2931,13
295,2
1096,35
1104,35
3196,35
258,10
150,4
1527,35
408,24
1936,0
2175,35
569,22
2419,8
2879,11
669,51
743,12
2334,35
783,63
1190,0
2124,24
3320,4
205,40
612,35
1291,53
2561,30
1019,35
620,35
2635,51
1377,35
771,35
2164,54
973,35
1452,0
2475,8
3104,26
3221,35
2799,11
678,13
3229,35
93,46
2254,35
3303,28
1189,42
1300,35
2035,6
2790,0
901,56
705,18
2370,0
173,39
2980,35
893,35
698,51
2916,11
2988,35
1915,0
2721,35
2778,52
1224,23
2729,35
763,63
800,35
1921,0
3135,33
2587,58
1528,39
1182,35
426,48
1628,23
2480,35
1576,21
2775,11
1761,15
1211,42
1601,51
3234,24
2649,35
2245,35
1137,40
2568,23
1711,35
498,36
2460,8
728,35
2100,39
2302,63
2892,11
1980,0
2400,35
3139,26
991,63
2093,0
2347,51
2611,8
1295,23
1353,52
2782,35
567,22
1998,25
1231,63
443,17
2758,56
446,62
1836,35
2469,8
222,26
333,13
1165,35
1900,0
602,35
2200,24
3249,35
1622,40
3274,61
449,20
2870,21
324,42
403,16
921,24
1328,35
7,39
1756,35
2705,52
3115,26
658,51
1139,35
1085,35
971,56
1400,0
1093,35
118,35
2407,35
3169,35
2266,59
2765,35
73,53
3177,35
2148,59
1147,16
81,53
2356,40
163,4
2307,59
1965,0
2921,59
1630,35
1423,35
1523,24
2311,63
3164,0
2083,36
2636,54
1799,14
2547,51
993,12
2883,0
703,51
390,63
1739,35
1885,0
947,56
711,51
3279,43
1504,37
454,24
365,40
330,26
516,35
2566,23
3022,0
1529,35
2188,35
52,22
1049,63
1269,33
955,57
2418,30
536,21
1659,35
1606,51
832,22
317,39
1460,35
3076,51
638,35
342,17
253,31
1818,35
3083,35
700,21
1414,35
1774,14
2462,51
601,21
3276,29
2873,35
451,36
878,54
3230,33
2881,35
2530,51
1950,0
101,44
447,48
785,63
1284,23
1326,35
423,11
813,52
2295,59
906,35
1334,35
2599,35
3060,35
1642,16
2954,13
1991,25
176,22
1813,63
1870,0
932,24
1749,39
1018,14
1650,35
2706,54
3120,35
2145,59
826,35
1451,35
773,51
422,35
1809,35
691,13
655,51
2304,35
2785,11
2072,63
899,56
2368,0
2924,13
838,63
235,22
2271,59
1124,23
1913,0
2471,30
1363,35
78,53
2369,39
959,35
1721,35
1371,35
3043,35
935,58
2165,0
3215,35
761,51
1935,0
229,24
880,26
809,18
558,40
3328,55
2046,6
13,2
1854,35
553,21
879,35
1488,35
1911,54
3232,24
1237,35
1862,35
245,41
2536,51
817,35
1245,35
2999,33
2559,35
988,12
2054,5
3073,35
2597,11
2654,52
843,22
1431,52
1968,54
1152,35
1354,35
1004,35
2824,35
131,35
3252,35
997,12
49,33
2467,8
859,39
3206,35
398,26
2417,35
2589,35
1898,0
135,55
1667,24
199,26
936,33
1274,35
3271,39
1574,52
2535,51
2744,35
1026,35
179,22
2847,11
266,4
1465,37
2195,39
2089,35
1416,52
2402,42
1473,37
2043,7
244,28
1407,35
3056,51
370,35
3235,35
464,36
542,35
2618,35
3243,35
161,4
2268,35
1484,37
1963,0
1620,39
2214,35
2626,35
1457,13
1863,54
2609,42
1201,0
79,53
1680,35
3155,35
1251,16
2053,54
1822,18
1883,0
3255,4
2963,51
1192,23
380,16
2549,35
1592,35
1738,14
2061,7
174,0
3314,28
568,22
3265,43
904,56
1000,12
2671,35
3280,35
2804,11
3273,4
1794,14
639,42
1562,18
2545,8
1108,35
1116,35
3192,35
92,46
474,36
3023,18
3085,51
3107,26
3257,28
1188,42
3154,35
346,26
2878,52
2337,51
273,16
607,21
608,35
1547,57
367,58
3322,38
387,24
616,35
190,26
1868,0
251,24
2288,35
2452,30
20,0
1397,35
2662,35
977,35
560,21
1615,16
2524,51
2821,35
2968,52
2318,39
1099,35
124,35
1262,56
1193,42
2446,24
3199,35
2976,35
2984,35
641,35
1339,52
2644,21
2113,16
575,37
3126,15
2741,35
177,56
1633,40
343,58
1636,35
2163,0
405,24
1056,23
1644,35
615,35
1933,0
2007,25
67,44
3163,54
1178,35
3045,51
3053,51
1171,0
3132,0
2233,35
2565,23
457,39
97,24
579,22
1149,40
283,56
1136,35
2708,52
344,58
1986,54
1715,35
1976,0
1669,35
2983,35
274,35
701,51
1612,51
2374,35
70,2
2857,11
751,39
1824,35
1109,39
2132,17
1385,57
2171,54
924,24
2663,54
1832,35
2066,54
368,40
1896,0
811,35
357,26
2032,21
1742,14
2286,35
2911,35
312,42
369,15
1490,42
1535,51
2287,0
670,51
319,35
1081,35
2103,39
1798,14
327,35
1141,57
1089,35
1324,52
2697,0
1823,18
3327,4
2575,35
852,63
2761,35
2411,35
675,21
3189,35
1785,14
2180,57
495,36
2441,24
889,54
872,26
1831,35
286,1
1482,37
1961,0
2602,30
2326,59
458,48
30,10
584,40
2692,35
605,35
2681,35
1215,0
2327,24
2756,0
3282,56
1563,18
2342,42
1289,23
242,39
2168,57
1881,0
707,51
653,51
378,16
3018,0
1023,63
2108,24
2184,35
2241,54
2192,35
1614,39
1263,63
1996,25
1214,42
2494,30
2901,11
2973,35
3034,51
291,44
2734,30
634,35
2941,21
3095,35
341,36
3225,0
435,35
2253,51
2806,11
203,15
650,9
1699,14
228,29
144,4
1267,16
364,26
418,40
1946,0
2947,13
39,39
2612,42
690,51
507,63
804,63
184,10
1125,35
519,35
2294,52
890,33
1133,35
2603,35
2470,30
1345,51
902,56
227,61
1866,0
1045,24
3003,0
1032,35
539,21
1455,35
300,44
525,26
746,12
1442,52
3079,51
625,35
2143,24
808,18
1675,14
1586,18
2202,39
2111,35
722,21
280,0
2994,11
1293,21
2797,11
216,40
2583,63
3266,50
3123,26
780,63
548,35
841,63
573,37
2571,51
1365,57
2632,35
1313,35
430,62
1153,23
3055,35
2640,35
1321,35
2914,11
881,33
40,20
1931,0
3253,31
3129,33
265,31
2190,35
268,60
243,19
2701,56
2794,17
9,2
3143,15
48,35
211,58
1443,52
1850,35
2062,25
2319,63
1858,35
520,39
479,35
2555,35
2156,35
2689,52
2852,11
3099,26
491,36
2509,35
1012,63
1309,63
2742,51
1706,14
3299,60
967,44
1374,35
3039,51
3046,35
1492,42
2426,30
3202,35
3016,18
394,58
2341,23
1910,0
2181,35
187,58
2581,23
1765,14
1841,35
2531,51
3146,26
1038,35
2299,63
2336,35
806,18
2546,35
3324,43
2718,35
2685,52
1682,14
2079,16
322,42
2140,2
2303,59
2088,40
2020,35
3325,4
1403,35
2028,35
1557,57
1155,35
2820,51
1357,35
382,35
1999,25
3247,35
538,35
1073,33
2455,8
1555,15
501,36
1975,0
2413,51
2638,35
456,48
220,57
862,39
2974,33
1015,16
3122,26
1894,35
939,33
724,51
2137,2
875,57
33,62
2747,35
1672,15
1029,35
54,35
1895,0
2755,35
354,63
1475,0
2479,30
2498,8
2686,52
2198,39
883,54
1184,35
1394,35
2324,54
591,35
2864,35
2332,54
2263,35
2961,21
529,35
506,11
1191,42
2037,6
2308,63
1112,35
2409,17
416,40
822,63
1944,0
3089,51
577,22
1059,0
2410,48
212,63
2959,35
2142,54
952,57
916,39
2825,11
521,36
888,33
2964,13
717,13
628,35
496,36
1549,35
981,35
1043,24
2105,59
895,56
537,21
3065,35
2666,35
868,30
1510,16
3308,41
2373,36
2520,51
676,51
2894,51
1712,35
120,35
798,63
1205,42
87,44
1119,35
1518,35
2085,54
3195,35
827,22
331,13
3231,33
1952,54
188,63
2791,35
2517,0
1533,51
2174,35
2996,35
3295,4
3208,0
1753,14
1988,25
1632,35
2320,24
530,52
2017,52
1250,16
1929,0
2273,24
1821,18
1572,18
1807,35
2958,18
3130,54
619,35
1686,14
1318,52
17,24
2862,35
1384,59
2995,11
3313,4
1351,52
2798,11
534,59
1677,15
481,36
489,36
640,63
127,35
1270,63
225,63
278,35
1665,35
3186,35
2925,13
2979,35
2854,11
697,51
1729,14
2987,35
1608,51
279,0
2869,11
1080,33
340,18
1844,35
815,35
1424,35
2687,51
1908,0
1784,14
1181,35
2774,11
578,24
2556,51
2503,35
2712,51
2444,24
1225,42
1336,35
1710,35
165,1
1344,35
2605,30
2679,59
315,35
940,35
1718,35
636,63
1298,35
2891,11
750,51
2773,35
2845,11
834,22
2906,11
2781,35
1022,57
2110,59
99,44
1973,0
1835,35
2967,52
2811,11
2297,52
2532,35
2688,35
429,63
892,57
51,62
2711,51
1071,57
2281,35
2338,42
1893,0
2953,18
294,44
1343,35
3306,55
45,0
1701,35
2317,54
178,22
657,51
2196,35
1709,35
2129,0
2406,35
2562,35
1210,42
1689,15
1864,35
335,13
544,21
2098,54
108,44
1271,35
3091,35
2138,16
2802,11
3138,26
348,63
1287,53
441,62
352,58
758,13
156,28
1958,0
1462,37
2485,35
217,26
1674,14
1380,35
702,51
1536,35
2601,13
749,12
2935,11
3216,35
2187,35
2615,35
2394,30
2049,6
1393,57
2676,51
2876,0
219,40
2952,59
1878,0
298,2
908,33
1044,35
3037,51
91,18
1658,35
3323,19
1605,51
1733,14
2203,16
2724,35
3114,26
1817,35
3082,35
2732,35
1413,35
845,22
995,12
8,2
3090,35
2529,51
2590,16
2515,0
1544,57
1942,35
552,35
950,57
276,24
975,35
2224,35
1311,16
2099,59
2652,35
1333,35
1943,0
3066,51
1662,54
1649,35
3167,24
361,63
1304,0
1450,35
421,35
2023,52
2152,35
654,51
2505,35
1764,14
419,21
1051,16
2933,35
2513,35
1130,52
580,21
1422,52
2392,54
1247,33
2842,21
2004,25
2645,21
2221,56
2628,51
263,45
1370,35
3149,26
31,17
2840,35
255,56
3302,55
2989,51
167,28
3214,35
3050,35
1463,37
2875,52
1495,35
3172,35
1853,35
861,57
24,63
1861,35
151,4
886,35
2151,35
2481,51
2592,23
1740,14
3180,35
2656,52
2395,24
2359,54
570,22
2714,35
1007,63
2363,51
2704,21
3013,21
2707,0
696,21
2068,17
593,40
1053,39
1970,35
2367,39
2478,30
374,44
2265,24
2672,35
472,36
1781,35
401,24
240,0
130,35
1361,35
169,4
1678,14
1971,0
2222,35
3251,35
105,44
2908,51
2230,35
3205,35
2965,52
1268,57
1801,14
737,12
2328,39
1532,35
943,33
1688,35
2766,0
511,35
1273,35
630,63
919,24
2956,35
2534,51
674,51
252,43
877,35
1138,57
1891,0
2767,35
3136,15
3028,0
425,10
2278,52
2846,11
3125,35
858,54
533,35
1158,35
2591,23
1512,39
2884,35
2063,5
3242,35
3281,4
2213,35
1123,2
1195,42
2625,35
299,2
264,32
706,21
1151,15
874,57
2388,63
1687,35
2436,24
1695,35
850,62
336,13
1277,16
1956,0
727,51
1020,63
1317,63
36,40
825,63
1697,14
3162,35
3312,1
725,9
871,30
2673,54
362,58
2837,11
2930,18
2128,24
2751,0
1804,35
3256,19
1187,35
1997,25
2874,0
1159,57
1469,11
1876,0
3092,51
2670,35
1516,42
2250,35
914,33
3263,10
2678,35
3006,33
2027,5
3014,33
411,57
1724,35
2486,51
2473,30
1107,35
2365,24
2352,51
1115,35
801,63
1061,35
3227,33
2787,35
37,48
183,49
2859,11
2792,54
259,10
2990,57
2170,35
2146,24
1383,9
598,57
891,33
139,4
927,39
359,26
1652,35
1941,0
1728,14
831,22
561,35
2030,21
250,10
1631,57
2013,35
732,12
236,41
2661,35
2669,35
1540,15
2084,36
2449,30
2523,51
679,51
1144,35
148,28
994,12
2259,54
2464,8
1098,35
123,35
1281,52
1480,37
2896,11
1505,35
1106,35
1984,0
3198,35
2991,35
741,12
559,21
