stu,cluster
1823,98
1970,73
64,30
1755,31
1773,73
285,80
1958,37
1346,40
685,4
1474,21
635,19
1596,98
2999,78
384,73
1589,13
2656,85
715,40
37,12
1878,37
2117,79
1886,37
2938,24
3181,44
99,25
2497,99
2534,40
319,73
267,95
1481,21
3153,64
1035,65
1571,19
2297,1
724,40
2611,99
2209,93
2597,28
2796,93
3218,73
3297,11
2256,80
83,17
779,73
1001,73
2106,5
1357,39
1411,73
3024,85
3283,57
2881,39
1382,49
355,27
2481,36
2121,13
2736,99
3154,73
53,6
199,43
328,70
971,82
650,40
3111,64
1117,19
985,82
216,0
3027,73
2795,37
1851,19
3316,62
733,65
3138,64
3232,5
2902,28
1777,49
1516,35
749,65
40,12
995,65
831,16
582,52
3018,85
1959,37
3080,40
510,19
1433,85
1278,1
2520,40
441,12
1126,85
2166,37
2238,93
2699,22
3048,73
1920,37
84,6
2029,50
30,94
2191,73
2022,19
1879,37
2225,73
2813,29
2207,73
1424,73
1977,37
432,3
1887,37
161,14
1985,37
4,25
884,73
3289,78
1368,33
240,37
1489,73
1310,73
833,16
2923,73
2462,40
673,4
2728,73
286,92
476,13
1273,85
1344,73
6,79
2649,22
906,73
2777,73
2561,34
106,30
531,19
2161,73
1375,73
3139,64
149,2
956,73
2632,73
2996,39
484,44
564,73
1153,73
3055,73
72,17
2051,7
1230,73
2565,54
3040,73
917,13
885,78
613,73
614,73
1916,37
2925,24
3071,73
1521,43
2088,0
1322,44
826,73
2711,40
757,4
2849,73
1633,0
2484,36
2141,5
397,64
990,65
1639,46
1180,49
1073,73
1150,73
1301,73
2735,73
578,5
759,70
2012,19
2712,40
2214,39
2875,1
2897,28
2219,40
2258,5
1257,22
1149,0
2372,13
3186,39
1172,73
786,73
2000,15
1840,19
629,82
2220,73
3108,64
2886,73
2195,48
844,25
1641,73
1587,5
1237,73
3225,85
2749,5
2090,73
916,48
1919,73
2443,5
3295,14
568,26
2590,48
426,87
3033,40
2540,40
2566,73
2605,34
1693,61
1507,22
1011,93
3216,73
1754,61
2615,73
730,40
930,13
2802,29
626,73
1583,73
2828,73
2631,73
1319,1
2877,73
1306,22
2093,37
1388,49
89,66
949,49
1193,37
1799,61
576,33
2276,93
2972,37
1628,49
1078,22
3244,44
2748,73
364,83
493,38
807,4
648,40
2077,13
1330,73
3012,35
3109,64
1133,73
1686,31
2085,93
180,16
254,59
1747,31
1037,78
2618,73
2981,19
3223,73
2857,29
514,13
1654,73
2272,80
2934,29
3085,40
702,4
1255,22
1805,73
2793,37
3239,73
966,82
2525,40
2458,99
3094,73
747,65
3152,64
986,49
2676,40
2622,36
2345,24
2570,54
239,16
241,78
993,65
170,66
3322,45
2578,54
1904,37
1957,37
2392,93
2997,85
1725,73
2416,99
534,80
1234,49
1965,37
1276,1
3166,5
2289,49
1302,85
1784,31
2235,93
539,52
499,38
1934,37
3110,43
231,24
1249,82
418,0
771,73
1877,37
579,26
1885,37
1543,46
148,88
1604,40
1661,73
1829,19
3015,4
2363,40
2004,15
847,16
25,73
2171,93
120,73
67,25
70,6
3121,64
2058,50
2685,1
3053,40
2066,50
1467,28
2471,34
518,19
1274,85
266,71
382,22
2351,36
784,82
3054,40
2894,28
2696,35
938,49
3106,73
2095,35
2136,48
2410,12
988,65
146,92
1675,31
1235,49
2554,40
1576,19
394,27
604,0
2583,44
2912,36
1819,98
434,5
35,65
2217,73
2805,29
77,17
498,38
1684,5
360,27
417,52
3122,64
610,29
167,96
406,22
3167,5
157,10
727,40
2880,37
2165,37
2511,73
922,48
2441,5
407,13
1935,37
2794,32
3241,44
1504,21
572,48
720,73
735,73
2530,40
3180,39
2153,73
119,73
805,27
1619,13
2659,93
2734,34
277,13
227,56
3032,73
284,81
585,52
624,73
381,73
842,16
1856,19
2361,5
2364,22
791,73
2221,70
653,40
546,98
1408,73
1423,73
586,29
2286,73
2944,4
2547,40
2130,0
3161,93
500,35
544,52
1000,65
1744,61
1065,73
2380,5
1626,49
541,46
1312,73
1294,73
1972,37
2356,46
2655,1
1873,37
787,82
1765,31
202,43
1343,73
3107,64
1609,40
887,93
1113,19
670,40
2282,44
2961,52
2396,52
1377,73
2253,40
2917,1
574,25
793,40
1992,15
2616,73
2393,80
2379,37
772,36
1090,43
2311,82
1864,73
3150,64
841,82
2523,40
471,38
3058,40
2508,73
2109,5
2681,73
3091,73
745,65
1279,73
1195,54
3284,11
224,43
3326,95
1918,37
3092,40
1134,73
2302,82
1689,73
2347,36
646,40
2576,73
3257,88
2486,36
236,63
769,40
3060,73
611,29
3325,14
2188,73
416,0
513,35
2397,93
3002,78
2298,73
2870,73
505,27
655,40
982,82
983,64
109,30
1659,73
2199,13
2075,3
2457,9
1094,73
28,4
2724,73
2707,19
1395,49
543,98
618,33
1564,19
41,32
1678,31
1593,82
2172,93
3051,40
105,3
1372,73
2119,13
3151,64
2933,4
3215,73
1241,40
2689,1
2926,29
1923,37
2599,73
2541,1
2400,85
2660,73
3249,73
3231,73
3306,10
1181,73
1256,22
1242,73
1847,73
3203,85
2967,1
3086,73
1036,73
1845,19
1539,98
1264,37
2448,5
1176,49
1085,73
2052,50
3120,73
1146,73
1717,73
337,24
1718,73
2560,48
2101,80
2466,34
1465,21
2552,40
905,78
3185,73
340,98
141,79
1997,15
2825,29
131,73
3270,23
2974,37
1591,44
2464,99
1960,37
696,52
571,26
3104,64
1324,1
2882,73
150,86
2939,24
1366,49
322,33
1850,73
1653,73
222,83
2755,39
409,73
1280,22
555,98
1914,93
1880,37
2992,29
923,13
427,32
2082,13
2413,40
313,73
1057,85
3274,69
963,3
799,82
213,27
1667,22
2562,73
453,71
2986,19
492,38
3228,73
2789,19
1200,54
2261,5
1810,73
1540,98
840,16
878,93
2641,36
2352,36
651,40
1439,19
305,33
3098,73
56,3
898,22
2328,13
2491,36
1254,22
1384,49
2477,9
926,13
1407,33
1120,22
595,49
3000,35
268,68
3300,86
1728,31
660,40
3105,64
2293,39
2312,37
374,25
1208,93
2854,29
1246,78
2251,40
3269,88
540,98
1537,19
1650,73
770,36
365,0
1008,82
3089,40
1291,17
3200,85
743,65
1205,54
1352,1
3148,64
2430,34
1834,19
380,22
2232,37
3056,40
3321,71
437,73
2218,24
1716,19
1383,49
2009,15
63,3
50,52
855,39
2521,73
1470,21
80,73
2081,78
2137,25
1704,31
2428,99
3007,35
974,73
226,27
1607,40
2905,28
545,98
2600,99
1500,17
913,73
3318,77
1091,43
1552,98
2131,27
616,73
373,73
2185,73
474,38
2114,80
817,73
2047,7
1449,73
2453,99
3008,49
1528,3
818,40
2030,52
1499,73
90,25
2469,99
2879,29
155,18
2787,73
2277,1
1369,73
3149,64
909,22
1615,22
2803,73
2946,29
753,73
456,87
2950,29
2332,22
82,17
981,73
1921,37
608,73
808,70
3196,44
3179,44
3065,73
1013,19
450,73
2965,1
2662,85
1932,37
2550,73
3256,88
2498,99
3319,71
592,49
1144,73
2916,29
1715,73
45,3
2099,80
3282,81
1928,73
1731,73
1677,61
370,73
1326,85
1327,73
1738,61
1104,43
130,73
828,16
1966,37
2025,98
2512,36
172,25
2230,73
73,17
3118,64
312,33
718,52
1471,21
812,73
1917,37
320,33
2245,73
1651,73
2911,73
398,83
1049,82
681,40
2452,34
1056,44
3013,52
2499,9
820,40
731,40
1520,25
2892,29
2149,73
2150,73
1348,73
1331,19
2800,73
2557,73
2782,73
1210,54
3211,93
1585,98
2164,93
1398,73
2900,28
2575,73
1157,73
1158,73
2841,29
3044,73
24,39
387,13
1808,73
2373,13
1223,73
1612,40
3095,19
657,40
1063,85
185,69
335,97
3329,18
2431,34
2952,80
1127,73
2404,0
1093,73
2811,29
390,82
2883,37
2035,7
1446,1
3119,64
666,40
98,13
1275,49
1989,15
2773,73
2021,73
556,52
1648,73
1405,73
856,16
3017,35
2931,24
3025,35
1289,17
2682,4
3233,73
741,65
3146,64
140,72
435,73
1746,22
1586,98
2935,28
133,39
2612,33
1685,73
839,16
108,30
1801,31
2074,13
1967,37
3184,44
1629,49
247,62
943,22
1975,37
3096,40
1083,85
2050,50
1911,93
755,4
573,21
1345,36
2588,73
2026,15
3124,43
2317,93
2742,40
400,13
751,48
75,70
292,11
2754,39
2653,73
2343,4
2733,49
2120,48
530,1
3022,49
3175,85
1776,61
2555,19
637,64
2519,9
2763,29
2887,39
622,33
987,49
1486,21
423,29
1772,73
634,44
1170,64
1905,37
1227,49
2065,5
2103,48
1023,82
2786,73
2002,15
2308,82
3063,40
2846,29
389,46
3147,64
1356,93
1749,13
2648,9
979,73
122,33
3169,44
344,27
2951,4
259,18
27,30
1222,22
66,79
1812,82
1226,93
3082,73
1930,37
168,88
1752,61
479,73
2078,3
763,82
998,65
928,13
1151,5
1938,37
1427,37
606,49
403,22
1567,98
1509,22
1623,1
2989,40
1863,93
2942,24
3197,73
3144,43
3251,39
797,43
925,22
1265,22
34,12
162,57
3116,49
128,73
330,29
1147,22
2391,80
1444,19
2909,40
1320,1
896,78
2243,73
102,13
1595,5
2489,73
421,73
939,49
48,73
3314,88
782,82
431,32
621,26
675,52
1517,79
2069,3
1638,52
2177,49
1179,49
683,52
2290,39
2918,24
2977,93
137,88
942,73
2360,73
2011,19
1666,1
1155,73
1217,93
1955,37
748,65
1028,19
1963,37
663,40
2112,13
2475,99
228,55
599,0
1061,85
1781,49
404,13
2076,82
1075,73
2847,29
357,43
2321,93
2398,93
1875,37
1786,31
1883,37
501,38
2210,37
2617,40
1337,73
664,40
385,22
2771,73
192,83
1015,22
2941,52
554,52
3125,49
2132,79
1403,73
1314,17
710,4
967,32
2108,48
93,30
2271,73
739,65
2006,15
2059,35
3308,57
2426,34
2316,5
780,82
3068,40
3160,64
59,3
647,73
1054,70
2533,73
1209,31
1518,19
1745,61
2160,73
1284,4
1912,37
2731,73
223,27
2424,99
1627,49
2549,73
1973,37
3275,91
2959,73
3003,35
1359,44
3142,82
2350,5
11,66
2708,1
290,23
932,13
2197,73
628,73
3268,89
2848,73
3273,18
2651,73
2227,52
583,73
69,30
2213,73
1447,85
1412,73
1233,73
2864,73
2096,35
2667,73
2955,98
890,73
2263,73
528,1
2228,93
3173,85
1837,19
1088,73
38,12
2182,49
521,38
1168,49
1316,73
396,27
2710,54
457,3
863,48
900,78
1968,93
1527,73
1164,5
353,82
261,57
482,13
1332,73
547,29
2658,37
1569,98
1937,73
2943,4
1579,73
3209,73
1175,73
2163,37
1397,73
2823,19
1236,73
2593,73
1055,66
444,32
688,52
1476,21
1807,73
2670,73
2284,73
1281,1
3224,85
3117,43
734,65
2949,4
2527,40
2482,36
1002,82
2034,7
14,44
1857,73
2546,73
275,13
535,1
996,65
100,30
1791,31
2154,73
16,5
2306,73
147,71
169,86
1111,73
1940,73
1761,73
1743,73
1448,17
2341,54
3195,73
2127,80
2630,73
2581,54
2381,48
517,19
1452,37
2842,73
2226,73
1647,73
1632,73
2389,80
2907,40
489,38
3299,68
182,67
354,82
1238,22
1514,48
2903,28
693,40
1635,85
2305,82
550,52
2340,80
1767,31
204,43
2094,35
2370,37
3312,88
1132,73
1251,22
1525,22
2717,73
1994,15
377,13
2838,29
1456,39
2833,40
339,73
232,13
393,27
1099,43
894,78
2194,25
2964,24
3238,73
1820,73
2643,36
1953,37
746,65
1961,37
1197,54
3009,85
868,9
597,0
669,40
1367,49
323,33
1779,49
1690,73
1140,0
1584,1
1288,19
2274,13
920,13
2402,54
1074,73
2427,34
49,78
1526,54
1881,37
2993,29
1756,73
1442,1
512,70
2140,66
1046,82
218,43
3004,78
1231,82
2715,5
1549,73
1218,37
1625,40
2333,48
1021,82
1253,82
1660,73
1900,37
429,82
1355,85
1582,98
737,65
2474,9
136,88
2995,28
1798,31
1124,80
1385,49
835,16
2500,34
1892,93
371,29
2280,1
3130,93
907,73
2355,36
1534,40
2394,9
1601,40
2038,7
2898,28
209,27
871,34
1503,82
2420,34
777,73
2406,85
2687,44
726,36
1498,5
2211,73
324,54
1045,5
2968,1
1141,49
1089,43
477,5
8,25
888,73
3164,37
1353,1
2839,29
2180,49
2587,44
2382,13
61,12
280,35
2740,9
2,7
9,79
1058,82
698,40
2040,35
1379,73
1052,33
3159,64
2366,37
2168,49
442,32
1282,22
732,65
1998,15
2510,73
350,82
2459,99
26,25
446,12
2300,82
1853,19
2544,73
2091,73
994,65
2152,73
1165,49
118,73
1311,22
2304,73
1563,98
1323,19
1308,82
1473,21
1202,54
2335,73
674,40
951,73
206,0
317,3
154,42
2208,73
2190,73
567,25
2840,73
678,4
1860,19
633,82
703,4
1438,73
2224,73
51,24
1066,85
954,49
848,25
958,82
1512,48
3128,64
2852,29
3277,86
2014,1
824,82
237,3
1488,73
1822,98
1933,37
2354,80
1630,49
692,73
1358,73
3045,40
1297,73
467,38
2175,73
1392,73
125,73
414,52
1374,73
165,88
475,38
1152,73
1300,49
2269,5
2680,73
2679,19
2383,13
612,73
1014,22
744,65
1183,73
1084,85
1429,73
2124,5
113,54
2863,73
1365,49
1038,73
1459,52
1706,31
877,44
623,13
1817,48
92,30
1783,31
1087,73
2072,82
3310,88
1495,73
304,54
625,44
914,73
1103,73
1267,22
368,83
1475,37
1440,1
1982,73
1468,28
2970,35
2423,99
2063,50
1062,27
911,78
1890,37
2287,37
2985,19
1624,73
1898,37
2296,19
244,89
2884,73
2206,85
2778,1
2268,73
3156,64
2470,99
1031,19
2071,35
2895,28
1842,19
776,82
1825,73
1699,61
1682,31
2079,35
3014,49
3324,20
2229,13
1154,49
2693,73
2694,73
2808,29
1478,21
822,82
607,98
1711,73
458,87
2294,1
2956,73
1386,73
2538,40
570,26
3230,73
810,70
1215,37
2613,73
2614,73
1560,98
1578,52
2746,49
1546,29
2044,50
1862,73
2975,93
2246,70
3280,73
1245,73
1050,73
705,70
1735,31
2515,35
2479,9
3073,73
1833,19
433,78
1101,85
1211,54
1671,73
219,0
2784,29
3262,88
301,79
691,4
1116,73
3242,44
752,54
1915,37
3255,88
2285,1
1542,73
2125,13
1378,73
3157,64
2436,5
3006,35
460,12
960,82
3221,73
3222,73
1652,73
401,13
1804,73
3237,73
318,1
2409,32
804,82
419,52
279,85
488,38
87,6
2378,22
992,65
2645,52
1163,49
667,52
2514,35
3327,71
1317,82
1724,73
2303,80
870,49
2890,28
2962,52
201,27
2626,73
1789,73
1700,49
639,54
2377,48
2642,73
3158,43
2385,48
81,17
2759,52
2173,49
1479,21
2963,28
952,49
366,82
2492,9
336,97
445,12
2831,29
1188,54
1299,13
2621,36
2037,7
1196,54
899,78
2629,36
1040,5
1991,15
283,78
3076,40
175,84
929,13
2801,29
2780,39
123,73
1461,39
402,22
2738,34
851,39
2299,82
854,48
642,22
2146,44
2425,99
1017,73
2978,49
156,88
391,73
2122,5
2357,52
593,0
314,54
297,22
1307,82
1496,25
2868,29
29,12
2337,40
2376,93
2384,13
2698,35
207,27
2980,19
3170,73
912,73
3279,20
184,58
347,83
2198,48
2752,82
3183,39
327,73
2129,37
1363,73
977,73
191,83
2411,73
181,73
1232,22
1506,22
1821,98
704,4
3272,60
2958,98
2535,40
2118,80
964,43
2844,29
372,33
2281,73
725,40
448,12
362,27
17,25
641,73
969,49
2528,73
2543,73
94,25
405,13
2559,73
509,73
721,52
2536,40
980,73
361,82
1445,1
2414,73
1637,98
1213,37
2604,9
78,17
1936,37
561,73
638,73
821,98
143,10
2162,49
2824,73
1286,52
2003,15
1895,37
1828,98
3276,55
2873,73
1229,54
1858,19
3288,18
701,40
1698,31
2756,37
3309,57
762,54
2889,73
447,90
32,12
1022,49
3264,11
3320,88
1505,73
274,73
1487,73
2053,64
1131,19
689,4
941,85
2744,73
2374,73
714,4
18,66
1913,37
1342,73
189,43
2283,1
1391,73
1376,73
2434,5
644,33
789,82
2809,73
1071,49
2183,73
2573,54
3123,43
3219,73
2244,73
2820,4
933,13
352,43
3235,73
1185,73
1259,78
2760,39
212,82
3134,39
1501,5
1674,31
242,3
774,40
1734,61
1751,31
559,52
2135,22
1849,19
1867,73
1672,73
1946,37
2861,29
114,73
525,85
1169,49
1721,73
2105,80
2982,73
1599,40
2362,52
2126,5
3155,73
3305,47
3294,75
375,3
2624,73
609,29
1787,73
2186,73
3047,73
1592,73
834,16
1042,22
2635,4
3296,96
802,73
876,64
1173,54
605,73
2640,73
3302,10
1434,73
2061,50
1477,21
359,43
1657,73
1450,73
39,3
1788,31
2776,29
2922,4
3254,88
1818,98
54,19
754,48
3176,73
790,82
937,43
2772,73
248,11
1354,73
2727,73
55,48
2346,36
1404,73
2906,28
1370,73
178,16
803,82
452,12
2485,36
934,22
95,30
3010,78
3214,73
1759,61
258,11
1971,37
2647,73
2976,49
1703,31
2049,7
1764,31
333,97
1201,37
1861,73
88,6
684,4
388,22
263,60
600,97
3168,73
31,32
859,22
2054,50
3199,73
117,54
1978,73
1559,73
2216,19
2669,85
265,76
1636,73
308,54
1524,85
480,13
10,79
3034,40
1740,31
2338,54
3259,10
1854,19
2203,22
902,78
153,10
723,40
2438,5
410,46
2610,33
1333,85
2690,73
845,16
2080,5
2318,3
3189,44
2819,49
2947,4
115,73
557,98
2480,36
504,27
1443,1
2358,5
3226,73
19,66
1950,37
281,85
1594,19
1044,48
785,82
1248,22
2249,39
1893,37
719,52
649,40
1901,37
252,20
289,6
1874,73
1523,13
2663,93
104,3
342,13
1870,37
2769,29
2401,27
3162,73
3290,2
814,1
1665,19
2062,15
1261,93
2518,40
3019,24
3261,78
1268,49
3266,59
1051,22
1538,73
138,10
2033,29
965,12
2677,40
830,16
1102,43
1484,21
2433,34
420,73
742,65
2957,4
3070,40
1171,37
2836,29
2893,28
2490,36
2326,93
1010,82
3303,10
1557,46
1996,15
865,48
2223,1
190,43
1422,1
2706,93
395,27
287,25
198,27
2567,54
627,33
809,70
3023,37
1605,40
1827,98
945,73
2781,19
2015,19
2184,73
2954,24
832,16
2439,5
961,73
672,4
800,73
1060,85
3079,40
2233,73
3265,20
2822,19
1129,1
619,73
215,73
369,44
422,54
2937,52
2990,46
2888,37
1497,73
1943,37
881,73
2571,40
1951,37
2924,24
302,12
2339,41
2073,85
2697,37
756,4
1642,22
2169,73
631,82
2315,48
176,16
2579,73
68,6
196,83
2865,98
816,64
1871,37
1177,73
3177,44
1272,73
1843,73
173,3
1683,61
2104,80
1394,49
2142,93
1032,73
2487,73
2896,28
331,97
955,49
1859,73
2792,93
1148,0
334,46
1455,73
428,87
798,82
1296,19
1081,73
2853,29
2503,73
235,16
1980,37
2914,29
3263,11
699,52
682,4
760,70
300,25
853,93
1097,73
1043,5
1631,49
1763,73
575,21
940,73
2102,66
2212,73
2008,15
2064,64
1908,37
1005,73
1106,43
2041,73
1415,73
1533,40
487,38
142,18
2231,93
2750,93
3250,39
386,13
2829,29
2703,73
2688,73
729,40
1228,54
843,16
1785,61
2454,34
1643,43
2737,73
2719,73
1614,13
1335,73
2945,4
2983,19
2545,99
590,0
152,86
2574,73
2046,7
217,43
1156,73
2623,73
2608,73
3178,39
2460,99
3031,73
249,45
860,64
1581,19
589,73
864,3
310,33
935,93
1696,61
1418,73
2572,54
2639,73
7,3
1221,73
1610,40
671,40
179,16
3083,73
1271,73
2866,29
1076,73
2585,54
454,5
773,36
2134,22
1064,85
1338,73
1598,93
2524,40
2386,73
1536,73
193,43
3052,73
1025,1
3171,5
2675,40
1432,61
2147,22
1931,37
2369,48
1554,46
2705,1
3093,40
801,82
1831,19
1482,21
1814,73
2743,52
3247,73
58,48
2202,13
740,65
465,82
944,49
565,26
2751,37
2309,82
2716,73
1441,19
1462,70
469,38
2785,29
970,22
2179,49
2732,73
1420,1
135,47
852,22
506,29
3304,20
1603,40
440,78
1813,82
214,0
36,74
3101,49
221,82
846,16
2437,5
2259,93
2701,78
872,64
765,64
711,4
1708,31
1340,1
1769,31
3077,73
3078,73
306,54
363,43
455,12
862,3
1713,61
1790,61
1888,37
1941,37
3188,73
1568,29
1896,37
1949,37
44,98
3061,40
1034,82
1125,19
2422,9
1039,82
1580,73
15,79
1009,82
1548,98
1986,93
2310,82
62,46
1701,49
1645,73
874,9
2657,85
1519,22
2507,36
164,38
329,97
953,49
1068,78
97,13
478,73
522,38
1766,61
1988,15
2399,82
2493,9
2814,29
233,16
2449,99
968,93
523,13
1239,4
1041,5
1762,73
676,40
3037,40
3190,22
2145,80
1553,98
2919,4
321,73
1262,78
341,6
1795,61
921,48
3240,44
1800,31
2529,40
3090,73
2478,99
2320,13
1006,49
1547,49
918,13
262,42
1024,82
1115,19
2745,39
2869,29
1597,1
2998,78
2415,40
2753,39
2553,73
652,40
728,73
1059,37
127,73
588,0
2979,73
2601,4
537,73
1714,1
1290,66
3271,3
2013,19
1668,5
1485,37
661,40
1214,54
1608,40
815,73
2432,34
2001,15
551,52
792,40
1841,19
2327,5
2513,73
2845,29
2353,93
962,85
2334,73
1723,19
1815,52
508,98
2027,50
1336,73
3057,40
1139,73
2086,50
2020,19
2444,5
2247,5
2619,36
587,78
1929,37
2254,73
2627,36
957,48
79,17
775,73
1458,0
3313,72
1811,73
836,73
984,82
2193,73
2815,29
2288,73
2252,39
2270,73
738,65
2110,93
901,78
351,27
758,4
886,73
1454,44
2516,73
3066,40
3136,35
2532,73
2757,37
2265,5
2174,73
378,22
124,73
1796,49
1121,36
2729,73
3193,39
186,43
2779,73
908,73
654,40
2691,5
2584,73
516,73
1361,73
1182,73
2595,52
1515,54
1868,37
2196,73
3041,73
20,37
973,73
1145,85
919,13
1216,73
2862,73
1016,31
615,73
2921,70
709,4
1634,19
3042,40
1748,31
1566,98
1072,93
1494,73
3075,73
3172,85
2468,34
695,70
271,5
2858,29
3135,35
2476,34
1902,37
1136,73
893,73
858,93
1118,73
1910,37
1768,73
1364,73
558,0
2721,73
3016,70
2412,73
3059,40
1380,73
3291,88
1780,61
2607,73
1824,73
1012,82
208,83
1806,73
356,43
1295,17
2465,34
1189,73
2761,44
1707,49
3132,37
806,70
1838,19
1855,73
1399,93
2116,48
2834,29
2505,36
1710,73
1712,19
2092,73
1325,85
829,16
1219,37
3286,63
2652,49
486,38
713,98
2988,19
1760,73
527,19
2157,73
3035,40
1174,64
3021,85
2005,15
2368,85
3036,73
3246,44
2678,73
2042,4
594,73
2365,13
1492,37
1646,73
86,30
1100,85
1544,46
2178,93
256,58
1640,98
883,93
439,92
2494,9
2901,28
2551,40
3311,42
1545,49
1522,73
3005,78
1130,73
3292,88
931,13
1983,37
1948,73
2810,73
1613,40
2083,38
658,40
2765,73
2087,93
1732,61
3236,73
1186,73
3258,58
194,31
2762,39
1207,54
1944,37
1836,19
2859,29
1143,46
1676,31
2456,99
3252,73
1737,31
1903,37
177,78
1190,37
52,16
659,40
2628,40
481,13
2650,93
2267,80
549,52
2144,80
346,43
2806,29
1167,49
857,16
838,82
697,4
2932,24
3088,40
503,0
451,38
1263,82
415,52
2291,1
2790,37
2442,5
708,70
1688,49
2603,9
1658,73
2625,36
2455,99
1792,31
1719,1
1321,44
2107,93
736,65
3064,40
1606,40
2115,13
1574,1
2483,36
197,83
643,73
2056,50
2348,48
761,40
1575,98
111,25
1416,1
270,85
1866,37
563,73
1410,31
65,6
174,85
2636,93
507,98
144,88
1033,39
367,27
2045,61
3074,73
1993,15
2837,29
989,65
392,27
891,73
195,27
2506,40
326,73
716,52
2885,39
2556,40
3204,80
603,39
2582,9
2418,9
875,49
