ques,disc
532,0
533,3
534,2
535,3
536,3
537,3
538,1
539,3
540,3
541,2
542,0
543,0
544,2
545,2
546,1
547,0
548,0
549,0
550,0
551,3
552,3
553,1
554,2
555,3
556,2
557,0
558,0
559,3
560,1
561,3
562,2
563,3
564,0
565,1
566,3
567,2
568,0
569,3
570,0
571,0
572,3
573,2
574,3
575,2
576,2
577,3
578,3
579,2
580,0
581,3
582,3
583,0
584,0
585,0
586,3
587,3
588,1
589,1
590,0
591,3
592,3
593,3
594,1
595,0
596,2
597,3
598,0
599,1
600,1
601,3
602,2
603,0
604,1
605,0
606,1
607,3
608,0
609,3
610,2
611,1
612,2
613,3
614,0
615,1
616,0
617,0
618,2
619,2
620,2
621,0
622,0
623,0
624,0
625,1
626,1
627,0
628,1
629,0
630,3
631,3
632,0
633,0
634,0
635,2
636,3
637,3
638,3
639,2
640,1
641,2
642,2
643,3
644,0
645,0
646,2
647,3
648,3
649,3
650,1
651,0
652,0
653,3
654,2
655,0
656,0
657,3
658,3
659,3
660,3
661,3
662,3
663,0
664,0
665,0
666,3
667,2
668,3
669,2
670,1
671,2
672,1
673,1
674,1
675,3
676,0
677,3
678,2
679,3
680,1
681,1
682,0
683,1
684,0
685,2
686,0
687,3
688,0
689,0
690,0
691,2
692,0
693,3
694,3
695,2
696,0
697,3
698,0
699,0
700,3
701,3
702,0
703,3
704,3
705,2
706,0
707,0
708,2
709,3
710,3
711,0
712,0
713,3
714,0
715,0
716,2
717,3
718,3
719,1
720,2
721,1
722,3
723,1
724,1
725,2
726,2
727,0
728,3
729,3
730,0
731,0
732,3
733,2
734,3
735,2
736,3
737,2
738,3
739,3
740,0
741,3
742,0
743,3
744,3
745,3
746,2
747,1
748,0
749,1
750,3
751,3
752,1
753,2
754,1
755,0
756,0
757,2
758,0
759,1
760,2
761,3
762,3
763,3
764,2
765,3
766,0
767,0
768,0
769,0
770,0
771,1
772,2
773,2
774,1
775,2
776,2
777,1
778,0
779,2
780,2
781,1
782,0
783,3
784,0
785,0
786,3
787,3
788,1
789,3
790,0
791,3
792,3
793,2
794,1
795,2
796,3
797,2
798,3
799,2
800,0
801,3
802,0
803,3
804,3
805,2
806,2
807,0
808,0
809,1
810,3
811,2
812,0
813,0
814,1
815,2
816,0
817,1
818,3
819,3
820,0
821,0
822,3
823,3
824,0
825,3
826,0
827,2
828,1
829,0
830,0
831,0
832,0
833,3
834,2
835,2
836,3
837,0
838,3
839,1
840,3
841,2
842,0
843,0
844,2
845,2
846,3
847,0
848,3
849,2
850,0
851,1
852,0
853,2
854,0
855,3
856,0
857,0
858,3
859,0
860,3
861,0
862,3
863,3
864,0
865,1
866,2
867,2
868,1
869,2
870,3
871,1
872,2
873,3
874,0
875,0
876,2
877,3
878,0
879,3
880,0
881,3
882,3
883,3
884,2
885,0
886,3
887,0
888,0
889,2
890,0
891,0
892,0
893,0
894,1
895,0
896,3
897,0
898,2
899,3
900,3
901,3
902,3
903,0
904,0
905,2
906,1
907,0
908,1
909,3
910,0
911,2
912,0
913,2
914,3
915,0
916,3
917,0
918,3
919,3
920,1
921,3
922,3
923,3
924,2
925,0
926,3
927,3
928,3
929,2
930,3
931,3
932,2
933,2
934,2
935,2
936,0
937,0
938,1
939,3
940,3
941,1
942,0
943,3
944,3
945,3
946,3
947,3
948,2
949,0
950,0
951,2
952,0
953,3
954,1
955,0
956,0
957,3
958,2
959,3
960,2
961,1
962,1
963,3
964,3
965,0
966,2
967,2
968,2
969,0
970,1
971,0
972,3
973,3
974,3
975,0
976,0
977,3
978,0
979,3
980,2
981,0
982,0
983,2
984,2
985,2
986,3
987,0
988,2
989,0
990,3
991,0
992,2
993,2
994,0
995,3
996,0
997,0
998,0
999,2
1000,2
1001,0
1002,1
1003,3
1004,0
1005,0
1006,0
1007,1
1008,0
1009,1
1010,2
1011,2
1012,1
1013,2
1014,0
1015,1
1016,1
1017,2
1018,3
1019,0
1020,0
1021,0
1022,3
1023,1
1024,0
1025,0
1026,0
1027,3
1028,0
1029,1
1030,0
1031,1
1032,0
1033,1
1034,1
1035,2
1036,3
1037,1
1038,3
1039,0
1040,2
1041,1
1042,0
1043,0
1044,3
1045,2
1046,2
1047,0
1048,1
1049,0
1050,0
1051,0
1052,0
1053,2
1054,2
1055,1
1056,0
1057,3
1058,2
1059,3
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,3
1069,0
1070,3
1071,0
1072,0
1073,0
1074,1
1075,0
1076,0
1077,1
1078,1
1079,0
1080,2
1081,1
1082,0
1083,0
1084,0
1085,3
1086,0
1087,1
1088,3
1089,1
1090,0
1091,0
1092,0
1093,3
1094,0
1095,1
1096,1
1097,1
1098,0
1099,1
1100,1
1101,1
1102,2
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,3
1110,1
1111,0
1112,2
1113,0
1114,2
1115,0
1116,0
1117,2
1118,0
1119,0
1120,3
1121,2
1122,1
1123,0
1124,0
1125,1
1126,3
1127,0
1128,0
1129,0
1130,1
1131,0
1132,0
1133,0
1134,0
1135,0
1136,3
1137,0
1138,3
1139,0
1140,2
1141,0
1142,1
1143,0
1144,0
1145,3
1146,0
1147,0
1148,0
1149,0
1150,2
1151,0
1152,0
1153,2
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,1
1163,2
1164,1
1165,1
1166,0
1167,0
1168,0
1169,1
1170,2
1171,1
1172,0
1173,0
1174,0
1175,2
1176,1
1177,0
1178,0
1179,0
1180,2
1181,2
1182,0
1183,0
1184,0
1185,0
1186,0
1187,2
1188,0
1189,0
1190,0
1191,0
1192,3
1193,2
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,3
1202,0
1203,2
1204,2
1205,2
1206,0
1207,0
1208,1
1209,3
1210,2
1211,0
1212,3
1213,0
1214,1
1215,0
1216,3
1217,1
1218,0
1219,0
1220,0
1221,0
1222,3
1223,3
1224,1
1225,1
1226,0
1227,2
1228,1
1229,0
1230,2
1231,0
1232,0
1233,1
1234,0
1235,0
1236,0
1237,3
1238,0
1239,3
1240,0
1241,0
1242,0
1243,3
1244,0
1245,0
1246,0
1247,2
1248,1
1249,3
1250,2
1251,0
1252,0
1253,0
1254,3
1255,0
1256,0
1257,1
1258,3
1259,3
1260,0
1261,2
1262,0
1263,2
1264,1
1265,3
1266,2
1267,1
1268,0
1269,1
1270,0
1271,1
1272,1
1273,0
1274,3
1275,1
1276,0
1277,0
1278,2
1279,3
1280,0
1281,0
1282,2
1283,2
1284,2
1285,0
1286,2
1287,1
1288,2
1289,0
1290,1
1291,1
1292,2
1293,0
1294,2
1295,2
1296,3
1297,0
1298,0
1299,0
1300,1
1301,3
1302,0
1303,2
1304,0
1305,3
1306,3
1307,0
1308,0
1309,3
1310,3
1311,0
1312,3
1313,0
1314,1
1315,3
1316,2
1317,0
1318,3
1319,2
1320,0
1321,1
1322,0
1323,3
1324,1
1325,1
1326,2
1327,1
1328,3
1329,0
1330,3
1331,1
1332,0
1333,0
1334,0
1335,2
1336,1
1337,0
1338,3
1339,3
1340,1
1341,0
1342,2
1343,0
1344,2
1345,3
1346,2
1347,1
1348,0
1349,2
1350,0
1351,2
1352,2
1353,3
1354,0
1355,3
1356,3
1357,3
1358,0
1359,0
1360,1
1361,0
1362,2
1363,3
1364,0
1365,0
1366,0
1367,1
1368,1
1369,1
1370,0
1371,3
1372,2
1373,0
1374,3
1375,2
1376,0
1377,0
1378,1
1379,1
1380,0
1381,1
1382,0
1383,2
1384,0
1385,3
1386,0
1387,1
1388,2
1389,1
1390,3
1391,1
1392,2
1393,0
1394,0
1395,1
1396,1
1397,0
1398,2
1399,0
1400,0
1401,0
1402,1
1403,3
1404,0
1405,0
1406,0
1407,2
1408,3
1409,3
1410,2
1411,0
1412,0
1413,2
1414,1
1415,0
1416,3
1417,1
1418,0
1419,0
1420,3
1421,3
1422,2
1423,2
1424,2
1425,0
1426,0
1427,0
1428,0
1429,3
1430,0
1431,1
1432,0
1433,0
1434,0
1435,0
1436,2
1437,0
1438,3
1439,1
1440,1
1441,0
1442,3
1443,0
1444,0
1445,2
1446,3
1447,1
1448,0
1449,2
1450,0
1451,0
1452,0
1453,3
1454,2
1455,0
1456,0
1457,0
1458,0
1459,1
1460,0
1461,1
1462,1
1463,3
1464,1
1465,0
1466,0
1467,0
1468,1
1469,0
1470,1
1471,0
1472,0
1473,1
1474,2
1475,0
1476,0
1477,0
1478,0
1479,1
1480,3
1481,0
1482,0
1483,3
1484,3
1485,2
1486,2
1487,0
1488,2
1489,2
1490,3
1491,0
1492,1
1493,0
1494,0
1495,1
1496,0
1497,1
1498,0
1499,0
1500,3
1501,1
1502,0
1503,1
1504,0
1505,2
1506,1
1507,2
1508,0
1509,3
1510,0
1511,3
1512,3
1513,0
1514,0
1515,1
1516,0
1517,0
1518,3
1519,3
1520,1
1521,0
1522,0
1523,2
1524,2
1525,0
1526,0
1527,0
1528,1
1529,0
1530,0
1531,0
1532,3
1533,3
1534,0
1535,1
1536,0
1537,3
1538,0
1539,3
1540,2
1541,2
1542,1
1543,0
1544,0
1545,0
1546,3
1547,0
1548,0
1549,0
1550,3
1551,0
1552,1
1553,2
1554,2
1555,0
1556,1
1557,1
1558,0
1559,3
1560,0
1561,3
1562,3
1563,2
1564,2
1565,0
1566,3
1567,0
1568,3
1569,0
1570,3
1571,0
1572,0
1573,0
1574,1
1575,0
1576,2
1577,2
1578,0
1579,0
1580,0
1581,0
1582,2
1583,0
1584,0
1585,2
1586,3
1587,1
1588,0
1589,1
1590,2
1591,3
1592,3
1593,0
1594,0
1595,0
1596,0
1597,0
1598,3
1599,2
1600,3
1601,0
1602,3
1603,0
1604,0
1605,3
1606,0
1607,3
1608,0
1609,3
1610,3
1611,3
1612,2
1613,3
1614,3
1615,1
1616,0
1617,2
1618,2
1619,3
1620,0
1621,0
1622,0
1623,1
1624,3
1625,0
1626,0
1627,0
1628,3
1629,3
1630,0
1631,1
1632,3
1633,0
1634,3
1635,3
1636,2
1637,3
1638,3
1639,3
1640,3
1641,3
1642,3
1643,1
1644,3
1645,3
1646,0
1647,2
1648,3
1649,2
1650,3
1651,3
1652,2
1653,3
1654,3
1655,0
1656,2
1657,3
1658,1
1659,3
1660,3
1661,3
1662,3
1663,3
1664,0
1665,2
1666,3
1667,3
1668,2
1669,0
1670,2
1671,3
1672,3
1673,3
1674,2
1675,2
1676,3
1677,2
1678,1
1679,1
1680,3
1681,3
1682,3
1683,0
1684,0
1685,0
1686,1
1687,2
1688,3
1689,2
1690,1
1691,0
1692,2
1693,0
1694,1
1695,3
1696,2
1697,2
1698,2
1699,1
1700,1
1701,0
1702,0
1703,0
1704,0
1705,2
1706,2
1707,2
1708,1
1709,3
1710,1
1711,2
1712,3
1713,2
1714,0
1715,3
1716,2
1717,0
1718,0
1719,0
1720,3
1721,2
1722,3
1723,3
1724,0
1725,3
1726,1
1727,1
1728,2
1729,0
1730,3
1731,3
1732,0
1733,1
1734,0
1735,1
1736,3
1737,3
1738,0
1739,0
1740,0
1741,0
1742,0
1743,0
1744,0
1745,0
1746,0
1747,0
1748,0
1749,2
1750,0
1751,1
1752,2
1753,0
1754,0
1755,0
1756,1
1757,1
1758,1
1759,0
1760,0
1761,2
1762,0
1763,0
1764,0
1765,2
1766,2
1767,0
1768,2
1769,2
1770,2
1771,0
1772,0
1773,0
1774,0
1775,1
1776,0
1777,0
1778,0
1779,0
1780,2
1781,0
1782,3
1783,2
1784,1
1785,1
1786,1
1787,1
1788,3
1789,0
1790,0
1791,0
1792,0
1793,2
1794,0
1795,2
1796,0
1797,3
1798,3
1799,1
1800,0
1801,3
1802,0
1803,0
1804,0
1805,0
1806,2
1807,0
1808,3
1809,0
1810,0
1811,0
1812,1
1813,0
1814,0
1815,1
1816,0
1817,0
1818,0
1819,0
1820,1
1821,2
1822,2
1823,0
1824,2
1825,0
1826,3
1827,3
1828,2
1829,0
1830,2
1831,3
1832,2
1833,0
1834,0
1835,0
1836,2
1837,1
1838,0
1839,0
1840,0
1841,1
1842,0
1843,0
1844,1
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,2
1853,0
1854,0
1855,0
1856,0
1857,0
1858,1
1859,2
1860,0
1861,3
1862,2
1863,0
1864,3
1865,0
1866,3
1867,3
1868,3
1869,0
1870,2
1871,0
1872,3
1873,0
1874,3
1875,3
1876,0
1877,3
1878,0
1879,0
1880,0
1881,0
1882,0
1883,0
1884,3
1885,1
1886,0
1887,0
1888,1
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,1
1897,0
1898,2
1899,2
1900,2
1901,2
1902,1
1903,1
1904,2
1905,2
1906,2
1907,3
1908,0
1909,2
1910,1
1911,0
1912,1
1913,2
1914,2
1915,2
1916,0
1917,0
1918,1
1919,0
1920,2
1921,0
1922,2
1923,1
1924,0
1925,1
1926,1
1927,1
1928,3
1929,1
1930,0
1931,3
1932,2
1933,0
1934,0
1935,0
1936,2
1937,3
1938,0
1939,2
1940,2
1941,3
1942,2
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,2
1951,0
1952,2
1953,0
1954,0
1955,0
1956,0
1957,2
1958,3
1959,2
1960,1
1961,0
1962,2
1963,0
1964,0
1965,1
1966,2
1967,0
1968,0
1969,0
1970,0
1971,3
1972,0
1973,0
1974,0
1975,0
1976,3
1977,3
1978,1
1979,3
1980,0
1981,1
1982,2
1983,0
1984,0
1985,2
1986,0
1987,3
1988,1
1989,0
1990,1
1991,3
1992,2
1993,1
1994,0
1995,0
1996,2
1997,0
1998,2
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,3
2007,2
2008,0
2009,1
2010,2
2011,0
2012,3
2013,0
2014,0
2015,0
2016,3
2017,2
2018,0
2019,3
2020,0
2021,3
2022,0
2023,3
2024,0
2025,2
2026,2
2027,3
2028,0
2029,0
2030,3
2031,1
2032,3
2033,0
2034,0
2035,2
2036,0
2037,0
2038,3
2039,3
2040,3
2041,1
2042,0
2043,2
2044,3
2045,0
2046,0
2047,2
2048,0
2049,3
2050,3
2051,2
2052,2
2053,3
2054,3
2055,2
2056,1
2057,0
2058,1
2059,3
2060,0
2061,3
2062,0
2063,3
2064,3
2065,3
2066,3
2067,3
2068,2
2069,0
2070,3
2071,3
2072,3
2073,3
2074,2
2075,2
2076,2
2077,1
2078,3
2079,0
2080,0
2081,3
2082,3
2083,3
2084,2
2085,0
2086,2
2087,2
2088,0
2089,0
2090,1
2091,3
2092,3
2093,3
2094,0
2095,1
2096,1
2097,0
2098,2
2099,2
2100,2
2101,3
2102,0
2103,1
2104,0
2105,2
2106,0
2107,2
2108,2
2109,0
2110,0
2111,2
2112,1
2113,3
2114,0
2115,2
2116,0
2117,2
2118,1
2119,2
2120,3
2121,2
2122,2
2123,0
2124,3
2125,1
2126,3
2127,2
2128,3
2129,2
2130,1
2131,2
2132,1
2133,0
2134,2
2135,0
2136,3
2137,0
2138,1
2139,2
2140,2
2141,2
2142,2
2143,1
2144,3
2145,3
2146,1
2147,3
2148,0
2149,3
2150,2
2151,0
2152,3
2153,0
2154,0
2155,3
2156,0
2157,0
2158,0
2159,1
2160,3
2161,3
2162,3
2163,2
2164,1
2165,1
2166,0
2167,0
2168,3
2169,3
2170,0
2171,0
2172,0
2173,2
2174,2
2175,1
2176,0
2177,2
2178,0
2179,0
2180,0
2181,1
2182,0
2183,0
2184,0
2185,1
2186,1
2187,3
2188,3
2189,3
2190,0
2191,3
2192,3
2193,0
2194,2
2195,3
2196,3
2197,2
2198,0
2199,0
2200,0
2201,3
2202,3
2203,2
2204,3
2205,0
2206,0
2207,3
2208,1
2209,2
2210,0
2211,0
2212,3
2213,0
2214,0
2215,3
2216,0
2217,0
2218,3
2219,0
2220,0
2221,0
2222,0
2223,3
2224,0
2225,0
2226,3
2227,0
2228,3
2229,3
2230,3
2231,3
2232,2
2233,0
2234,0
2235,2
2236,2
2237,3
2238,0
2239,0
2240,3
2241,0
2242,2
2243,3
2244,2
2245,0
2246,3
2247,0
2248,0
2249,0
2250,3
2251,3
2252,0
2253,0
2254,1
2255,0
2256,0
2257,2
2258,2
2259,0
2260,2
2261,3
2262,2
2263,2
2264,0
2265,3
2266,3
2267,1
2268,3
2269,2
2270,0
2271,0
2272,0
2273,3
2274,0
2275,2
2276,3
2277,2
2278,0
2279,2
2280,2
2281,0
2282,1
2283,0
2284,0
2285,0
2286,0
2287,0
2288,0
2289,3
2290,3
2291,0
2292,1
2293,0
2294,2
2295,3
2296,3
2297,3
2298,1
2299,2
2300,3
2301,0
2302,0
2303,3
2304,0
2305,2
2306,3
2307,2
2308,2
2309,2
2310,2
2311,3
2312,2
2313,1
2314,0
2315,0
2316,0
2317,0
2318,2
2319,1
2320,1
2321,2
2322,3
2323,2
2324,0
2325,0
2326,0
2327,3
2328,1
2329,3
2330,3
2331,3
2332,1
2333,2
2334,2
2335,2
2336,2
2337,0
2338,0
2339,1
2340,0
2341,0
2342,2
2343,2
2344,3
2345,3
2346,3
2347,2
2348,0
2349,0
2350,0
2351,3
2352,2
2353,3
2354,3
2355,3
2356,3
2357,3
2358,3
2359,2
2360,0
2361,0
2362,2
2363,3
2364,2
2365,3
2366,1
2367,2
2368,2
2369,3
2370,2
2371,3
2372,0
2373,0
2374,0
2375,3
2376,3
2377,2
2378,3
2379,0
2380,3
2381,3
2382,0
2383,3
2384,0
2385,1
2386,3
2387,3
2388,0
2389,3
2390,3
2391,3
2392,3
2393,1
2394,3
2395,0
2396,0
2397,1
2398,0
2399,0
2400,0
2401,3
2402,0
2403,0
2404,0
2405,2
2406,0
2407,0
2408,2
2409,2
2410,2
2411,1
2412,2
2413,3
2414,3
2415,0
2416,0
2417,0
2418,2
2419,0
2420,0
2421,0
2422,0
2423,1
2424,2
2425,0
2426,3
2427,3
2428,3
2429,1
2430,1
2431,2
2432,2
2433,0
2434,0
2435,3
2436,0
2437,0
2438,0
2439,1
2440,2
2441,0
2442,3
2443,2
2444,3
2445,2
2446,2
2447,0
2448,3
2449,3
2450,2
2451,0
2452,3
2453,3
2454,1
2455,3
2456,0
2457,0
2458,2
2459,3
2460,3
2461,1
2462,1
2463,0
2464,2
2465,2
2466,0
2467,0
2468,0
2469,1
2470,1
2471,0
2472,2
2473,1
2474,0
2475,2
2476,0
2477,0
2478,3
2479,3
2480,2
2481,2
2482,3
2483,0
2484,3
2485,2
2486,0
2487,3
2488,0
2489,0
2490,1
2491,3
2492,3
2493,0
2494,1
2495,0
2496,0
2497,0
2498,3
2499,0
2500,3
2501,2
2502,1
2503,0
2504,0
2505,2
2506,2
2507,0
2508,0
2509,3
2510,2
2511,2
2512,1
2513,2
2514,2
2515,0
2516,0
2517,0
2518,0
2519,1
2520,2
2521,0
2522,1
2523,0
2524,2
2525,0
2526,0
2527,2
2528,3
2529,0
2530,0
2531,0
2532,0
2533,1
2534,2
2535,3
2536,2
2537,0
2538,1
2539,3
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,2
2547,0
2548,2
2549,3
2550,1
2551,1
2552,1
2553,2
2554,2
2555,0
2556,0
2557,2
2558,1
2559,3
2560,0
2561,0
2562,0
2563,0
2564,0
2565,2
2566,1
2567,1
2568,2
2569,2
2570,2
2571,2
2572,0
2573,0
2574,1
2575,0
2576,3
2577,0
2578,0
2579,0
2580,1
2581,0
2582,0
2583,0
2584,0
2585,3
2586,0
2587,1
2588,0
2589,2
2590,3
2591,3
2592,3
2593,0
2594,0
2595,0
2596,0
2597,3
2598,2
2599,0
2600,0
2601,3
2602,2
2603,0
2604,2
2605,2
2606,0
2607,3
2608,0
2609,0
2610,0
2611,0
2612,3
2613,0
2614,2
2615,2
2616,2
2617,0
2618,1
2619,0
2620,3
2621,3
2622,2
2623,2
2624,0
2625,3
2626,1
2627,0
2628,0
2629,3
2630,3
2631,1
2632,0
2633,0
2634,3
2635,0
2636,0
2637,0
2638,0
2639,3
2640,0
2641,3
2642,0
2643,0
2644,1
2645,2
2646,3
2647,0
2648,0
2649,0
2650,0
2651,3
2652,1
2653,0
2654,0
2655,1
2656,0
2657,1
2658,1
2659,0
2660,0
2661,0
2662,1
2663,3
2664,3
2665,2
2666,0
2667,2
2668,1
2669,0
2670,2
2671,1
2672,2
2673,3
2674,2
2675,2
2676,0
2677,0
2678,2
2679,2
2680,0
2681,2
2682,2
2683,1
2684,3
2685,3
2686,3
2687,3
2688,3
2689,3
2690,2
2691,0
2692,3
2693,2
2694,2
2695,2
2696,0
2697,1
2698,1
2699,0
2700,0
2701,1
2702,0
2703,1
2704,1
2705,0
2706,3
2707,3
2708,0
2709,3
2710,0
2711,0
2712,2
2713,3
2714,0
2715,1
2716,3
2717,0
2718,2
2719,0
2720,0
2721,0
2722,0
2723,0
2724,0
2725,0
2726,0
2727,0
2728,3
2729,0
2730,2
2731,3
2732,2
2733,1
2734,0
2735,0
2736,3
2737,2
2738,3
2739,1
2740,3
2741,3
2742,2
2743,0
2744,1
2745,0
2746,0
2747,0
2748,1
2749,3
2750,2
2751,2
2752,3
2753,0
2754,3
2755,2
2756,0
2757,3
2758,0
2759,0
2760,3
2761,0
2762,0
2763,0
2764,0
2765,0
2766,3
2767,2
2768,1
2769,0
2770,3
2771,3
2772,0
2773,2
2774,2
2775,3
2776,3
2777,2
2778,3
2779,1
2780,1
2781,1
2782,2
2783,0
2784,1
2785,0
2786,1
2787,1
2788,2
2789,0
2790,0
2791,2
2792,0
2793,1
2794,1
2795,0
2796,0
2797,0
2798,0
2799,1
2800,0
2801,2
2802,3
2803,3
2804,1
2805,2
2806,3
2807,3
2808,2
2809,0
2810,3
2811,3
2812,3
2813,0
2814,0
2815,3
2816,1
2817,0
2818,0
2819,1
2820,0
2821,0
2822,0
2823,0
2824,0
2825,0
2826,1
2827,1
2828,0
2829,0
2830,2
2831,3
2832,3
2833,0
2834,1
2835,0
2836,0
2837,0
2838,0
2839,2
2840,1
2841,3
2842,0
2843,2
2844,3
2845,3
2846,1
2847,3
2848,2
2849,0
2850,3
2851,1
2852,2
2853,2
2854,2
2855,0
2856,0
2857,2
2858,3
2859,2
2860,2
2861,1
2862,3
2863,0
2864,3
2865,3
2866,0
2867,0
2868,0
2869,0
2870,0
2871,0
2872,0
2873,1
2874,3
2875,3
2876,0
2877,2
2878,0
2879,3
2880,2
2881,0
2882,0
2883,0
2884,0
2885,0
2886,3
2887,2
2888,1
2889,3
2890,2
2891,2
2892,0
2893,0
2894,0
2895,1
2896,0
2897,0
2898,1
2899,2
2900,0
2901,3
2902,3
2903,3
2904,0
2905,0
2906,3
2907,3
2908,2
2909,3
2910,0
2911,1
2912,1
2913,2
2914,0
2915,2
2916,0
2917,0
2918,0
2919,0
2920,0
2921,0
2922,1
2923,0
2924,1
2925,0
2926,0
2927,2
2928,1
2929,0
2930,0
2931,0
2932,0
2933,0
2934,2
2935,2
2936,2
2937,0
2938,3
2939,3
2940,1
2941,0
2942,3
2943,1
2944,2
2945,3
2946,0
2947,3
2948,0
2949,2
2950,0
2951,2
2952,3
2953,0
2954,0
2955,0
2956,0
2957,0
2958,2
2959,0
2960,2
2961,0
2962,0
2963,3
2964,0
2965,3
2966,0
2967,0
2968,0
2969,0
2970,0
2971,0
2972,0
2973,0
2974,2
2975,2
2976,3
2977,0
2978,1
2979,3
2980,0
2981,0
2982,2
2983,0
2984,2
2985,0
2986,0
2987,0
2988,1
2989,3
2990,3
2991,1
2992,0
2993,0
2994,2
2995,0
2996,0
